		D0052A	D0053A	D0057A	D0058A	D0063A	D0064A	D0068A	D0069A	D0073A	D0074A	D0078A	D0079A	D0085A	D0086A	D0089A	D0090A	D0095A	D0096A	D0100A	D0101A	D0105A	D0107A	D0110A	D0111A	D0116A	D0117A	D0121A	D0122A	D0127A	D0128A	D0132A	D0133A	D0137A	D0138A	D0142A	D0143A	D0147A	D0148A	D0152A	D0153A	D0158A	D0159A	D0163A	D0164A	D0167A	D0173A	D0174A	D0177A	D0182A	D0187A	D0192A	D0198A	D0203A	D0208A	D0213A	D0270A	D0271A	D0275A	D0276A	D1030A	D1031A
Verrucomicrobiota	S2C2904-Flyer2018	-3.193466859	-3.075464225	-8.209535639	-8.254445347	-2.781239908	-2.819881591	-10.50992518	-12.41155213	-2.717408034	-2.819985886	-12.51290821	-12.41730583	-2.797325349	-2.772602146	-9.889223569	-9.085521347	-2.741518969	-2.724522919	-11.12395769	-12.1730614	-3.81735999	-3.778491694	-10.31562682	-10.27482808	-3.848449981	-3.721875774	-8.430888301	-9.203329009	-2.499621533	-2.493910782	-11.56426444	-12.27107649	-2.654628337	-2.615776978	-8.037892477	-8.146651778	-2.938217706	-2.974887425	-8.283332593	-8.923528028	-3.81785252	-3.825082114	-7.450802556	-8.647213612	-2.595071876	-13.01164009	-12.62423009	-2.915469818	-9.162000404	-5.664899511	-8.822376589	-2.694522573	-8.81547976	-3.062498405	-9.233576922	-2.862318665	-2.959943771	-8.176818935	-8.485350252	-10.14379125	-9.441278296
Marinisomatota	S2C3384-Flyer2018	-2.269556773	-2.217650729	-9.055191248	-8.58882207	-2.427998259	-2.400168253	-10.46635661	-14.10814573	-1.893544511	-1.790385727	-11.95222679	-13.35853853	-1.746261226	-1.701120559	-10.09899787	-10.47622202	-1.681716761	-1.678201608	-11.63621497	-12.31120508	-1.618094821	-1.722111319	-10.63506804	-11.76344445	-3.157234896	-3.031038819	-7.919114257	-11.46960346	-2.394670042	-2.32207896	-11.69059625	-11.80371703	-2.168960371	-2.171423375	-8.805864086	-9.079063947	-2.143522687	-2.162262951	-9.464688383	-10.56373797	-3.434794259	-3.592255011	-8.518781452	-11.10771272	-2.422626841	-20.72326584	-20.72326584	-2.336833833	-11.85136464	-4.84598483	-8.608569883	-1.831286109	-9.021066538	-1.844583254	-11.29877245	-3.097805399	-2.993400175	-8.312140986	-8.92482051	-10.67143708	-9.579594821
SAR324	S2C3692-Flyer2018	-1.232636439	-1.198541842	-4.499902115	-4.61865581	-1.718731424	-1.706061754	-7.862032186	-8.874361328	-1.215846583	-1.233532688	-8.683363308	-8.499823423	-1.545401091	-1.526270334	-6.568531617	-6.360146661	-1.543346281	-1.475937878	-7.657066121	-6.885541639	-1.935498918	-1.917496034	-6.712912771	-6.779138343	-1.471175655	-1.358996867	-4.750638946	-5.33113337	-1.746962863	-1.718677325	-7.016352393	-7.643427215	-1.714615217	-1.703003919	-5.644440689	-5.796672241	-1.580367088	-1.623257053	-6.696608522	-7.439538402	-2.112205085	-2.105070528	-5.636917786	-6.901413133	-1.54437974	-10.08407437	-9.468240703	-1.761187912	-7.762193437	-4.133846491	-5.685648327	-1.535986955	-6.233649745	-1.721748966	-5.278134027	-1.947347244	-1.950603247	-6.722876162	-7.085908448	-6.761375457	-6.34311539
Proteobacteria	S2C609-Flyer2018	-4.026383287	-3.875804342	-20.72326584	-20.72326584	-2.898505368	-2.913812105	-10.34611231	-9.977773544	-2.647597778	-2.475589331	-12.21640039	-13.52566657	-2.242410163	-2.250475672	-13.87735245	-11.57517605	-2.101087731	-2.036240752	-12.34694645	-11.44018833	-1.947607772	-1.929626159	-20.72326584	-13.67418558	-4.403383641	-4.228545528	-9.986293327	-11.00093656	-3.163262965	-3.145044305	-14.46696232	-14.36347862	-2.879534262	-2.81456303	-10.7596366	-10.12414106	-3.302940792	-3.301361612	-8.556285537	-9.171504348	-5.125491249	-5.34911632	-10.14062735	-11.45491466	-3.66234491	-20.72326584	-20.72326584	-3.296246595	-11.84583609	-4.12305711	-11.29749793	-2.566654017	-8.437675375	-2.316698064	-11.63656039	-4.262997798	-4.230678919	-7.705212283	-8.000220192	-10.3869941	-10.44320368
Proteobacteria	S2C734-Lasker2018	-2.206290026	-2.113676073	-5.805372541	-5.88105691	-2.771196556	-2.764099403	-8.310248618	-9.320496703	-2.292837644	-2.368922233	-10.24954995	-10.45368164	-2.755903876	-2.741523622	-7.255191885	-6.946241826	-2.867203378	-2.758591447	-8.478787907	-7.919454408	-3.749197305	-3.66554046	-7.111535429	-7.225200856	-2.381523154	-2.266996149	-6.242295892	-6.867170593	-2.709922613	-2.711950171	-9.07363985	-9.113246293	-2.874936802	-2.809957636	-6.948076253	-6.984815713	-2.661290511	-2.680677607	-6.538432922	-7.064347278	-3.08086522	-3.078073533	-6.647209051	-7.369690807	-2.375741323	-13.96325204	-11.25955429	-2.79425436	-8.375274316	-4.222119072	-6.910159166	-2.749286641	-7.614172316	-3.705424614	-7.6744777	-2.777297632	-2.789130693	-6.741690229	-6.857523583	-7.351473917	-7.151323246
Verrucomicrobiota	S2C83-Lasker2018	-3.46122717	-3.137562947	-10.84221164	-12.21524246	-4.749569796	-4.744026129	-8.615707805	-8.740255871	-3.422316601	-3.417238261	-12.39955594	-12.04120818	-3.934509134	-3.933961964	-11.08384585	-10.41448669	-3.782117698	-3.756439581	-11.80135575	-10.79704505	-4.280313218	-3.939301863	-11.80178757	-13.95359879	-5.125889592	-5.125163202	-9.04270471	-10.16736526	-4.078038216	-4.13462664	-12.19838408	-12.02187107	-3.922477969	-4.014218923	-9.259704056	-10.01834794	-4.133963468	-4.153096212	-7.177663906	-7.347459875	-5.904057515	-5.663912953	-9.4613172	-10.46619868	-4.314620728	-12.2302426	-11.85996427	-4.506303973	-12.03428141	-3.525080656	-7.383014294	-3.732093432	-7.825581038	-4.423976306	-12.93554951	-4.914079027	-4.907399559	-6.696781561	-6.649878994	-11.19113237	-10.60936182
Actinobacteriota	S2C897-Flyer2018	-3.567623735	-3.466840673	-9.524621483	-9.57834887	-3.409775136	-3.464621516	-9.784553979	-10.05700889	-3.080802111	-3.099592737	-9.988838207	-10.03740942	-2.970169074	-2.989867246	-9.855789222	-9.480562428	-2.813794074	-2.793148048	-9.975806105	-9.906424662	-3.136451103	-2.968435231	-10.58050827	-10.50138761	-4.265941039	-4.196736023	-8.613698035	-9.511984123	-3.297794283	-3.34153259	-10.58480834	-11.53683688	-3.132904044	-3.194324003	-9.085039489	-9.246013354	-3.410002312	-3.412163409	-7.237392071	-7.376978413	-4.913647168	-4.81016057	-8.718159242	-8.962605208	-3.54171976	-12.66561978	-11.33572642	-3.545591388	-9.497316694	-3.37212325	-7.448603711	-2.901965739	-7.883282983	-3.109875444	-10.4215219	-4.002990707	-4.023596616	-6.754442007	-6.837915366	-10.36551762	-9.498951876
Proteobacteria	S30C168-Lasker2018	-5.712039268	-5.454488018	-8.013044569	-8.065523386	-4.986625646	-4.938631143	-9.026485242	-8.641036353	-4.876404219	-5.034395546	-10.35113746	-10.04368753	-6.260593243	-6.309672633	-9.277664583	-8.79672715	-6.277944143	-6.274544798	-10.13911488	-9.930796264	-8.262338592	-8.111080626	-10.03858966	-9.951847931	-4.260084084	-4.163086272	-8.240487641	-8.615504555	-3.739906721	-3.569188089	-8.342964838	-8.419789205	-4.06871746	-4.030233114	-5.957242692	-5.903828612	-4.910432421	-4.950189394	-5.176191172	-5.108609489	-4.587985001	-4.488761606	-5.505109829	-5.397346589	-4.675673448	-9.395356716	-9.534019846	-4.51080659	-5.651752308	-5.727426822	-6.174442015	-5.203410723	-6.886675526	-8.582131206	-7.170194971	-3.797763994	-3.939813663	-6.174892267	-6.223122947	-9.18547913	-8.815979556
Proteobacteria	S30C71-Lasker2018	-4.281123868	-4.100026031	-5.325198591	-5.364148606	-3.072426057	-3.078774027	-7.183425306	-7.489963305	-4.214652909	-4.386156792	-6.692517133	-6.592812431	-4.566963256	-4.524019277	-4.634813438	-4.600501899	-4.674553491	-4.574038834	-6.052127792	-5.468305533	-6.273949004	-6.278357491	-5.413716052	-5.441852805	-2.638342387	-2.524622369	-4.251527495	-4.443952508	-2.713976462	-2.631102118	-4.687931987	-5.517018674	-3.246566677	-3.187118204	-3.621087095	-3.692130373	-3.4002511	-3.549317601	-4.69608937	-4.900029097	-2.121978531	-2.052189546	-3.804941741	-4.516772296	-2.989376892	-6.030970866	-5.742014326	-2.951956738	-4.608952229	-5.441183161	-4.776384458	-4.408516083	-4.881829143	-6.820190563	-4.963491055	-2.156906886	-2.227134108	-5.066914815	-5.253870334	-4.465551732	-4.501657737
Verrucomicrobiota	S31C34-Lasker2021	-5.450682841	-5.226292563	-3.476552334	-3.61181964	-4.242536033	-4.150987107	-3.940568787	-3.857913964	-6.722819891	-6.95744817	-6.470027067	-6.415023404	-8.108101667	-8.179325072	-3.459271816	-3.498160686	-8.105112614	-8.261812718	-3.799181537	-3.617688696	-10.01296453	-9.907651811	-4.960483343	-4.841587571	-3.632205289	-3.565750096	-3.348749259	-3.48951961	-4.147039828	-4.202676555	-4.276831221	-4.626599462	-4.941150883	-5.040826434	-2.62373335	-2.778367773	-4.662263743	-4.842133796	-2.28737337	-2.196332896	-3.321638745	-3.073964965	-2.803763551	-2.497330819	-4.205198137	-5.436375607	-5.204567931	-4.028757741	-3.036318338	-4.344246189	-4.00639517	-6.18554709	-3.704551014	-9.387274348	-3.662015192	-2.37728212	-2.592044865	-2.821308019	-2.822446399	-3.875386687	-3.617442197
Thermoplasmatota	S31C540-Lasker2021	-3.479930053	-3.429380799	-8.071900567	-8.157197318	-1.582425354	-1.570645171	-10.64761713	-11.49392865	-3.591929492	-3.654265837	-11.07036266	-10.5497287	-2.056421812	-2.051355894	-9.49054421	-9.389255051	-1.870489732	-1.813000485	-10.67127596	-10.71376315	-3.349698432	-3.311663461	-10.28669238	-10.38603017	-3.649402581	-3.510293499	-8.729047457	-9.770145775	-1.691551842	-1.651458119	-9.769395112	-10.94702382	-1.585769478	-1.567343827	-9.353810014	-9.193660203	-2.128581527	-2.145131232	-9.280709619	-10.28303451	-3.219204729	-3.27515598	-8.140987221	-10.4493571	-1.940820208	-14.5121713	-14.49408642	-1.634101365	-12.01589711	-5.392252732	-9.551225772	-2.31128532	-9.452592918	-2.543364101	-9.124595485	-1.880024476	-1.974448638	-9.355100861	-10.80521401	-9.570964733	-9.442090983
Bacteroidota	S32C617-Lasker2021	-7.054822555	-6.942105966	-9.72288948	-9.657590751	-4.619570677	-4.575215831	-9.858784721	-8.99978816	-7.994906873	-7.912459279	-11.85777334	-10.98443243	-6.561751257	-6.584808167	-10.67239338	-10.24737427	-6.304430678	-6.276218963	-10.61318408	-10.22934014	-7.083602591	-7.049349719	-9.395210173	-9.318307326	-6.37141192	-6.283200586	-8.386922365	-8.50703115	-3.242442142	-3.227915838	-9.477516535	-9.095601877	-2.77935294	-2.780062082	-9.331041962	-9.202426867	-3.711252392	-3.657271258	-9.743970264	-9.186717502	-5.697736777	-5.747834837	-9.643197808	-10.40428879	-4.462373462	-9.32455368	-10.97495617	-3.740935861	-10.97644344	-4.453587687	-7.528338107	-3.778805387	-9.47887114	-3.580052063	-8.002953203	-3.658579451	-3.828925231	-8.511804238	-8.888234627	-9.476912437	-9.339147854
Verrucomicrobiota	S33C2170-Flyer2018	-8.631291773	-8.630397948	-4.701209942	-4.528211182	-9.912946952	-9.858531778	-10.10550925	-10.03120634	-9.442824284	-9.47690839	-7.745081607	-7.66651693	-10.11635484	-9.817340224	-9.537730143	-9.93605651	-9.660766811	-9.558424749	-10.36179189	-10.33605236	-10.22552251	-10.13221672	-8.732568494	-8.706202622	-9.932463469	-9.724126507	-9.537420869	-9.411945426	-9.391558937	-9.464196256	-10.25916699	-10.43614738	-9.481096631	-9.636796815	-10.28058155	-10.06851513	-9.836000078	-9.82653366	-10.39146014	-10.23232676	-10.12855821	-9.970459539	-10.89415938	-10.30510308	-9.621411163	-10.67534207	-10.48069507	-10.11938318	-9.988219747	-9.926187661	-10.075339	-9.569834801	-10.31417057	-10.02011306	-9.566031657	-9.540689404	-9.595159532	-10.68610156	-10.51274839	-10.20428377	-10.16779316
Bacteroidota	S33C2814-Flyer2018	-11.56169668	-11.38729958	-7.19959853	-6.917537065	-11.87003093	-11.22933764	-8.147844051	-8.060704859	-11.5350584	-11.06252804	-5.239024078	-5.324352847	-11.98954216	-11.37177831	-7.743677864	-7.391412658	-11.31569321	-11.24252779	-7.894351261	-7.329249683	-11.37743804	-11.67282465	-5.78785604	-5.551202187	-10.72572294	-10.30016191	-6.170039212	-5.99267528	-11.05024571	-10.97632432	-8.805878167	-8.789236128	-11.11937027	-11.67203375	-10.4377176	-10.18495654	-11.87414304	-12.55913569	-11.01375109	-10.91809478	-10.61161404	-10.16137973	-10.75004506	-10.73138689	-11.03107232	-10.88609914	-10.08585535	-11.23991583	-10.36511865	-9.418035935	-9.260815896	-12.30071718	-9.932370148	-11.80965761	-8.25735365	-10.02008661	-10.00930802	-7.167109144	-7.216296737	-8.143163953	-7.592763471
None	S33C644-Lasker2018	-6.665131035	-6.388142952	-20.72326584	-12.40205086	-3.988761511	-4.027798738	-11.13128519	-10.88344359	-8.002585917	-8.15619644	-14.26968032	-12.42625474	-5.632095735	-5.643682028	-20.72326584	-20.72326584	-5.515632089	-5.427912061	-20.72326584	-20.72326584	-7.702022645	-7.471761767	-20.72326584	-13.64365946	-6.1749248	-6.035841687	-11.6754711	-12.73691684	-3.192869271	-3.226129293	-11.36945649	-12.37752928	-3.08005056	-3.219724535	-9.246015841	-9.312916213	-4.065559107	-4.141620212	-7.867683371	-8.025763866	-4.408348269	-4.334028022	-8.657744883	-9.514214755	-3.266698963	-20.72326584	-20.72326584	-3.66215258	-9.705203904	-6.980692491	-8.484077809	-4.749498918	-9.019438069	-4.534083122	-13.68724805	-3.357720221	-3.498799968	-7.733806826	-8.045289337	-13.70614427	-11.84555396
Thermoplasmatota	S33C644-Lasker2021	-4.218593751	-4.202189227	-9.423358731	-9.344161932	-4.089855354	-4.142217544	-12.37301246	-20.72326584	-4.529381777	-4.471220581	-13.23304363	-20.72326584	-3.691944105	-3.670064844	-10.95658515	-20.72326584	-3.483335145	-3.404400877	-12.79083861	-20.72326584	-4.157727847	-4.20709364	-12.72331555	-12.19866872	-4.898555558	-4.799001689	-9.487314117	-11.82963072	-3.757450629	-3.821178783	-20.72326584	-20.72326584	-3.462579896	-3.488919014	-11.3477911	-10.80103686	-3.760583211	-3.827722713	-9.708876538	-9.719608676	-5.153296996	-5.071711687	-9.540716329	-10.85600829	-3.979668267	-20.72326584	-20.72326584	-3.744502318	-20.72326584	-6.039425463	-9.164177895	-3.379833298	-9.883546582	-2.393672829	-10.47639917	-4.461756918	-4.497352237	-9.368286654	-9.296737828	-13.05774392	-11.53463696
Thermoplasmatota	S34C165-Flyer2018	-2.480688945	-2.470826944	-8.441046649	-8.597221787	-2.694959297	-2.727682648	-11.69239717	-20.72326584	-2.508182593	-2.55571424	-11.46268797	-10.7607738	-2.66586795	-2.631614562	-9.813509564	-9.474358003	-2.599779182	-2.50761574	-10.4484103	-20.72326584	-3.371356367	-3.352001271	-9.900993226	-9.999853441	-2.77964624	-2.68688957	-8.111316835	-10.38457009	-2.690017507	-2.69951789	-20.72326584	-14.17863914	-2.636482553	-2.610462376	-9.43140995	-9.788677554	-2.652557818	-2.706287541	-9.900439004	-10.30483633	-3.653792234	-3.645358845	-8.169239689	-10.57926027	-2.603239396	-12.80614625	-20.72326584	-2.999034199	-20.72326584	-5.825590512	-8.642881819	-2.690330757	-10.34770118	-3.370342003	-9.665259309	-3.240504012	-3.200649783	-10.22566197	-9.482497712	-10.21575135	-9.350803574
Thermoplasmatota	S35C165-Flyer2018	-2.440396477	-2.430684341	-8.257714085	-8.553351287	-2.578815639	-2.601482206	-12.3084392	-12.15131317	-2.413983075	-2.465636859	-11.40724209	-20.72326584	-2.574410207	-2.538212355	-9.98846489	-9.523918197	-2.50441685	-2.411812063	-11.81240843	-20.72326584	-3.273274568	-3.250431664	-13.53044049	-20.72326584	-2.720021001	-2.603300518	-7.902358695	-9.535646918	-2.621675125	-2.636281631	-20.72326584	-20.72326584	-2.567286443	-2.564427231	-9.08554006	-9.830034286	-2.614850597	-2.653005906	-9.917138504	-11.25339583	-3.591966269	-3.545795557	-8.646351702	-10.42802543	-2.564408599	-20.72326584	-20.72326584	-2.9129992	-11.01062395	-5.765263435	-8.534556719	-2.62930754	-9.914407236	-3.304096216	-9.552970268	-3.200969455	-3.140188797	-9.65262028	-9.895462976	-11.25992677	-9.121112927
Bacteroidota	S35C16-Lasker2021	-8.353529363	-8.781004062	-5.123295219	-5.343477591	-8.132074815	-8.011605954	-4.309971981	-4.673350209	-14.13004639	-11.83545137	-10.62705588	-12.49380587	-12.13002712	-11.20078295	-8.200161671	-7.879265846	-11.61895198	-11.65457336	-8.46013903	-7.771613915	-11.27158253	-12.28642212	-7.836856212	-7.982550245	-7.314434724	-7.214690782	-7.732347687	-8.101289093	-6.574162828	-6.509757247	-3.857598695	-4.118392223	-7.279289796	-7.22069964	-2.759553239	-2.78790489	-6.580876556	-6.688993072	-2.929312074	-2.796266227	-3.869372891	-3.614935701	-3.020959809	-2.841731302	-6.653802213	-6.522138179	-6.167844081	-6.975377012	-2.777073082	-5.30471372	-4.944589862	-9.156973706	-4.685279329	-9.93977443	-4.866136796	-5.654942597	-5.556465336	-4.546376227	-4.464948176	-8.294546564	-7.994523971
Proteobacteria	S35C36-Lasker2021	-9.957453679	-10.74747344	-9.916067145	-9.271065693	-8.228156662	-8.151331827	-6.76523445	-7.589773319	-9.270589078	-9.329311369	-7.480035526	-7.279578858	-9.782958601	-9.394852566	-5.232311111	-5.175575977	-9.289583989	-9.814379292	-6.265342496	-5.553577426	-9.999039442	-12.36037437	-4.301427257	-4.225138038	-8.642899962	-7.827548638	-3.138363435	-3.119965361	-9.112095684	-9.769010944	-8.412711202	-9.133562357	-10.88424481	-8.691303394	-4.767752412	-4.551024768	-9.161972106	-8.861660806	-6.338879356	-6.439049492	-5.959032053	-5.87746498	-3.84226045	-4.108314266	-10.24126462	-12.024148	-10.12097147	-11.56950195	-4.887046836	-10.20082359	-10.6825944	-10.19886771	-9.123642627	-7.521429262	-6.384886289	-8.912694578	-6.978213581	-5.887250128	-5.973052416	-4.996262928	-5.084398795
Proteobacteria	S35C482-Lasker2021	-4.842546798	-4.778479178	-1.760956154	-1.723906834	-4.288861445	-4.255747808	-4.478656132	-4.434725379	-4.884632269	-4.891705982	-5.135109535	-4.963914369	-6.73876401	-6.708010476	-5.025577987	-5.01200385	-6.999693281	-6.836315005	-6.010781524	-5.514729624	-8.02005536	-8.334212269	-4.259090181	-4.17926775	-4.473056373	-4.26265574	-4.281811486	-4.371289524	-5.085868189	-4.950397123	-4.53225677	-4.555717575	-5.809693042	-5.775107589	-3.045636239	-2.915832259	-4.732228403	-4.990418047	-3.48794912	-3.556106889	-2.953126699	-2.984904585	-2.018049809	-1.938863925	-4.675576663	-7.99113986	-7.393425958	-4.359571998	-2.548456719	-5.799365546	-5.064425292	-6.344675611	-5.326104806	-8.442345725	-3.925890821	-3.098414025	-3.195547533	-4.489619596	-4.710675101	-4.846860419	-4.897488134
Proteobacteria	S35C55-Lasker2021	-6.828584089	-6.513385901	-0.729999645	-0.584862891	-6.315292619	-6.264472309	-5.003042046	-5.606927089	-10.61466042	-9.639851174	-7.170919583	-7.164473491	-9.807031411	-9.682347447	-4.227675084	-4.138112956	-9.998710076	-9.685314896	-5.448039583	-4.920576885	-10.18806458	-20.72326584	-4.891442852	-4.830048867	-5.043699428	-4.968227885	-4.791177527	-4.793612839	-4.696950663	-4.748646061	-2.099270058	-2.915738779	-5.6173496	-5.149165491	-1.63078387	-1.517139441	-4.859060744	-5.072291812	-3.639805064	-3.751394765	-2.062494195	-1.906122715	-1.16395465	-1.750973822	-4.955736611	-6.212352594	-6.092092944	-5.263245768	-1.743249053	-5.24448957	-4.615402559	-7.374915913	-3.712730933	-8.186025894	-1.554773128	-3.444003813	-3.299378078	-4.081983318	-4.181641806	-3.891769793	-4.029484274
Proteobacteria	S35C62-Lasker2018	-9.107623778	-9.004741024	-5.625584976	-5.594825205	-8.635721073	-8.211278179	-6.926732513	-7.066161266	-10.94433555	-10.63038756	-7.667690421	-7.693396987	-20.72326584	-12.43730444	-5.732465168	-5.648106132	-10.90417443	-13.2193419	-7.291897592	-6.447120337	-20.72326584	-12.66620484	-6.802544275	-6.712221144	-6.69104397	-6.627789753	-5.983208006	-6.111929045	-7.799719978	-7.818680307	-5.536440554	-6.355884204	-8.875011932	-8.284797533	-3.503750974	-4.04100465	-7.430765332	-7.764991939	-4.846486682	-4.911022475	-4.594272482	-4.480746051	-3.905217565	-4.149990452	-7.725640309	-8.749128843	-8.801566544	-7.841108577	-4.443917698	-7.139280925	-6.853667458	-10.55259404	-5.69062994	-11.36138714	-4.357868214	-6.116947592	-5.763159491	-5.493205513	-5.604951446	-5.494966271	-5.608298001
Thermoplasmatota	S35C640-Lasker2021	-7.980073789	-7.854201708	-2.794277496	-2.913073219	-7.236308514	-7.07209952	-5.605568578	-7.508907405	-8.868899357	-8.976877607	-7.877628239	-7.483743797	-10.32068107	-9.65051423	-4.145190188	-4.089142477	-10.36641192	-10.68872822	-5.225125754	-4.560153227	-10.5755382	-11.27246024	-5.674611573	-5.73434246	-4.552956271	-4.511093494	-4.557861595	-4.66237693	-6.623683792	-6.704597724	-3.951313309	-4.668532546	-7.45377018	-7.342377556	-4.78566082	-4.822104554	-7.225800069	-7.407791864	-7.99339625	-8.879790711	-4.277711882	-4.17693001	-4.970760756	-5.720953222	-7.131009299	-7.866377634	-7.667114594	-7.463570249	-5.753684569	-7.125119562	-6.622063235	-9.030129291	-6.821542171	-9.428370395	-2.563992962	-5.886177574	-5.704393171	-8.166908114	-8.293268745	-3.939365528	-3.980201262
Thermoplasmatota	S36C165-Flyer2018	-2.432582953	-2.407014087	-8.378220473	-8.563587401	-2.568845705	-2.602181244	-11.1560442	-12.28251895	-2.404178037	-2.465188414	-11.96676946	-20.72326584	-2.557818033	-2.525354702	-10.29757762	-9.309518207	-2.483711472	-2.409781326	-20.72326584	-12.56004382	-3.240604083	-3.212311467	-10.64935351	-11.55048799	-2.709061347	-2.59974763	-8.01282778	-9.50761578	-2.612732144	-2.625573552	-12.0885582	-20.72326584	-2.558459618	-2.536943989	-9.292732405	-9.485793919	-2.582617486	-2.629671069	-9.657631259	-11.6270904	-3.584408922	-3.574259424	-8.32844628	-10.53576265	-2.536393677	-12.70257954	-11.67954703	-2.908874607	-10.6137533	-5.661666936	-8.667230111	-2.613589141	-9.176889058	-3.286122784	-9.671309099	-3.177128571	-3.125058099	-10.00993455	-10.13898348	-10.65740828	-9.358495498
