		1903buk1_0m-2	1903buk2_0m-1	1903buk2_0m-2	1903buk3_0m-1	1903buk3_0m-2	1903buk4_0m-1	1903buk4_0m-2	1903_buk5-1	1903_buk5-2	1903_buk6-1	1903_buk6-2	1903c111_100m-1	1903c111_100m-2	1903c111_100m-3	1903c111_10m-1	1903c111_10m-2	1903c111_5m-1	1903c111_5m	1903c114_100m-1	1903c114_100m-2	1903c114_100m-3	1903c114_10m-1	1903c114_10m-2	1903c114_5m-1	1903c114_5m-2	1903c117_100m-1	1903c117_100m-2	1903c117_100m-3	1903c117_50m-1	1903c117_50m-2	1903c117_5m-1	1903c117_5m-2	1903c118_100m-1	1903c118_100m-2	1903c118_100m-3	1903c118_23m-1	1903c118_23m-2	1903c118_5m-1	1903c118_5m-2	1903c119_100m-1	1903c119_100m-2	1903c119_100m-3	1903c119_11m-1	1903c119_11m-2	1903c119_5m-2	1903c122_100m-1	1903c122_100m-2	1903c122_100m-3	1903c122_28m-1	1903c122_28m-2	1903c122_5m-1	1903c122_5m-2	1903c123_10m-1	1903c123_10m-2	1903c123_5m-1	1903c123_5m-2	1903c123_70m-1	1903c123_70m-2	1903c123_70m-3	1903c124_100m-2	1903c124_100m-3	1903c124_15m-1	1903c124_15m-2	1903c124_5m-1	1903c124_5m-2	1903c126_100m-1	1903c126_100m-2	1903c126_100m-3	1903c126_45m-1	1903c126_45m-2	1903c126_5m-1	1903c126_5m-2	1903c127_100m-1	1903c127_100m-2	1903c127_100m-3	1903c127_5m-1	1903c127_5m-2	1903c127_7m-1	1903c127_7m-2	1903c129_100m-1	1903c129_100m-2	1903c129_100m-3	1903c129_26m-1	1903c129_26m-2	1903c129_5m-1	1903c129_5m-2	1903c134_12m-1	1903c144_13m-1	1903c144_13m-2	1903c144_5m-1	1903c144_5m-2	1903c144_60m-1	1903c144_60m-2	1903c144_60m-3	Las19c107_10m-1	Las19c107_10m-2	Las19c107_5m-1	Las19c107_5m-2	Las19c107_75m-1	Las19c107_75m-2	Las19c107_75m-3	Las19c135_13m-1	Las19c135_13m-3	Las19c135_5m-1	Las19c135_5m-2	Las19c135_70m-1	Las19c135_70m-2	Las19c135_70m-3	Las19c138_100m-1	Las19c138_100m-2	Las19c138_12m-1
Thermoplasmatota	S4C1465-Lasker2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.48736201	-2.356043878	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.120682011	-3.144004373	-3.115104384	-3.033023405	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.831305464	-3.409986513	-1.806619834	-1.820810384	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.865117712	-3.48799581	-3.508900372	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.733717374	-1.79020623	-1.486246413	-1.486562881	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.87379513	-2.060586728	-3.387998126	-3.160014474	-3.58588022	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.727268536	-20.72326584	-3.954353116	-3.611661483	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Bacteroidota	S4C2129-Lasker2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.205042373	-1.343665612	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.550496375	-3.872153416	-3.573285052	-3.830397628	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.773000969	-1.816372412	-1.547896248	-1.352616091	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.127067539	-1.760816998	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.637973679	-2.74588633	-1.87007936	-1.773238952	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.020070152	-4.003299775	-3.735172471	-4.44166777	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Verrucomicrobiota	S4C2278-Lasker2018	-20.72326584	-0.850404515	-1.268338821	-0.90771684	-0.829224162	-20.72326584	-20.72326584	-1.762199185	-1.776980965	-3.468928867	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.426502236	-3.390155043	-3.414504591	-3.321553083	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.910062641	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.01841861	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.575186914	-0.630942629	-0.554804225	-0.603495999	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.074626336	-2.46483193	-1.426663496	-1.631973333	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.724460581	-3.575551019	-20.72326584	-20.72326584	-20.72326584	-2.448912741	-2.356888482	-1.932910347	-2.110022695	-20.72326584	-20.72326584	-20.72326584	-2.634830581	-2.716266901	-3.602950046	-3.482506433	-20.72326584	-20.72326584	-20.72326584	-0.714445731	-0.517013176	-1.761724076	-1.44980774	-3.484250794	-20.72326584	-20.72326584	-2.718442186	-2.704814327	-20.72326584	-20.72326584	-20.72326584	-3.647350215	-3.339833146	-3.900642015	-3.61772863	-20.72326584	-20.72326584	-20.72326584	-3.551946135	-20.72326584	-2.977366737	-3.12570336	-4.210744994	-3.865897102	-3.980312499	-20.72326584	-20.72326584	-20.72326584
Verrucomicrobiota	S4C34-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.824940143	-2.684359539	-20.72326584	-20.72326584	-20.72326584	-4.160188735	-4.265820593	-4.500461042	-4.634314691	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.660925434	-3.802633587	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.939398983	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.926043992	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.101936045	-4.173627863	-20.72326584	-4.134658998	-4.094136484	-3.920034361	-3.833955123	-4.19303537	-4.128113116	-3.855870486	-3.826351355	-3.918667984	-3.869146435	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.60104489	-2.714625506	-3.412095622	-3.134238443	-20.72326584	-20.72326584	-20.72326584	-2.476404135	-2.806611633	-1.62181671	-2.207950632	-20.72326584	-20.72326584	-3.666687957	-3.185857214	-3.326467606	-4.129059244	-4.163580049	-4.208147885	-3.888066127	-3.508975116	-4.072906684	-3.980851301	-4.72653272	-20.72326584	-4.633458453	-1.987962758	-1.504641681	-2.646812741	-3.058671157	-2.794134028	-2.606352361	-2.680401217	-20.72326584	-20.72326584	-1.699822567
Actinobacteriota	S4C424-Lasker2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.414081456	-3.623059954	-3.145655034	-2.654285203	-20.72326584	-20.72326584	-20.72326584	-3.701431989	-3.659871949	-4.175335705	-4.122570101	-20.72326584	-20.72326584	-4.766314414	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.051615415	-4.100130609	-20.72326584	-3.245769566	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.36587978	-4.194406606	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.745003387	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.713238253	-3.020054208	-1.855552406	-2.557664831	-3.070537871	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.162683813	-3.799882526	-3.712661089	-4.259807374	-4.084569336	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.988618417	-2.875243089	-2.528983987	-3.218426651	-20.72326584	-20.72326584	-20.72326584	-3.570772027	-3.753318524	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-5.111465919	-2.978173829	-2.486369395	-2.677215548	-2.934021917	-2.899584517	-20.72326584	-20.72326584	-3.701823792	-3.917841752	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.786245081	-20.72326584	-4.499723194	-5.057995806	-20.72326584	-20.72326584	-3.376070541	-20.72326584	-3.387746324	-20.72326584	-4.784588162	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.323540073
Actinobacteriota	S4C466-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.269869973	0.337924611	0.389401849	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.340944039	-0.258084305	-0.05005711	-20.72326584	-20.72326584	-20.72326584	-20.72326584	0.423737154	0.423584032	0.408317038	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.485037187	-0.424710619	-0.187226437	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.110842145	-0.10088698	-1.255954824	-20.72326584	-20.72326584	-20.72326584	0.427195354	-0.239846521	0.538756072	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.186010747	-3.292714095	-3.386490244	-3.311529554	-1.138462253	-1.920169386	-1.9080352	-0.024820649	0.058238248	-2.991200657	-3.216379817	-3.908190957	-4.039425561	-1.238427713	-0.138265517	-0.497271479	-20.72326584	-20.72326584	-20.72326584	-20.72326584	0.418512948	-0.585943175	0.402839665	-20.72326584	-20.72326584	-20.72326584	-20.72326584	0.028999521	0.166249254	0.273033378	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.747444132	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.735559353	-0.864413193	-0.991801762	-3.391997501	-2.466970752	-3.561440221	-2.341223255	-0.465088049	0.211512007	-0.669710183	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.195185027	-0.516464256	-0.569162171	-0.174672568	-0.2766346	-20.72326584
Proteobacteria	S4C5742-Lasker2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.820391509	-2.644906247	-3.212990825	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.841413901	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.186727124	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.277291502	-20.72326584	-2.83622508	-3.742538914	-20.72326584	-20.72326584	-3.544537892	-2.856912236	-2.835864749	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.954595959	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Proteobacteria	S4C57-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.176403351	-4.328946865	-4.288155381	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.481798441	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.712548848	-4.597555551	-4.566769039	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.433847226	-4.541465606	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-5.200465692	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.764515803	-4.735436173	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.456714035	-3.485603417	-3.681623085	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.816215961	-4.496203859	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Proteobacteria	S50C134-Lasker2021	-20.72326584	-20.72326584	-2.037604554	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.96285808	-1.723627619	-1.908421602	-2.258291203	-4.170392617	-20.72326584	-20.72326584	-2.503288066	-2.957435179	-2.345878253	-2.70870459	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.266042665	-2.627859783	-2.746100556	-20.72326584	-20.72326584	-20.72326584	-4.708605445	-1.891228633	-1.949164923	-1.86309189	-1.877676435	-20.72326584	-20.72326584	-3.179728336	-20.72326584	-2.47508079	-2.7795471	-20.72326584	-4.839142406	-20.72326584	-2.752426301	-20.72326584	-3.387241046	-2.325411024	-3.636303627	-3.625787742	-3.391555346	-3.760735091	-20.72326584	-3.203230627	-3.029214582	-20.72326584	-20.72326584	-2.875818798	-2.986852099	-2.972168864	-2.713815323	-20.72326584	-20.72326584	-20.72326584	-3.171095194	-3.304731497	-3.267695313	-2.490142823	-20.72326584	-4.441535734	-20.72326584	-3.203311062	-2.999522668	-3.260586886	-3.24258375	-20.72326584	-20.72326584	-20.72326584	-1.944923719	-3.398621971	-2.405419613	-3.245123424	-1.653273605	-1.71647427	-2.019585735	-1.363744605	-1.345436139	-3.951526859	-3.897416847	-3.971785324	-1.988430766	-2.605703332	-2.160472732	-2.130582502	-3.691734887	-20.72326584	-3.835978634	-2.723170778	-20.72326584	-2.860711273	-2.948352418	-3.174096288	-3.567586461	-3.46717928	-20.72326584	-20.72326584	-2.021916072
Proteobacteria	S50C156-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.428230837	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.491423552	-4.419867245	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.917874039	-3.55822456	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.944121133	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Thermoplasmatota	S50C165-Flyer2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.91196191	-1.926621019	-1.740105518	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.985377658	-2.044120414	-1.967859302	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.619171122	-1.435406453	-1.529253733	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.811583589	-1.892273541	-1.734208813	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.072586126	-2.112650994	-2.876493924	-20.72326584	-20.72326584	-20.72326584	-1.74855372	-1.898204833	-1.711277462	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.57344513	-3.776533088	-3.856208664	-2.100096221	-1.91649201	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.472676492	-2.255066299	-2.19802644	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.539651338	-2.090425477	-1.542350123	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.767355322	-1.843207401	-1.901245811	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.554100165	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.415110985	-2.51946007	-2.72487844	-20.72326584	-20.72326584	-20.72326584	-3.95489058	-1.893349296	-1.761341787	-2.237753043	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.646409164	-2.15068588	-2.269718263	-1.549516639	-1.545253981	-20.72326584
Bacteroidota	S50C248-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.076945431	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.476898469	-2.403761806	-2.585977167	-2.425278617	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.323038133	-1.384936879	-2.142134037	-20.72326584	-4.024554672	-3.938457539	-3.909203384	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.857166998	-0.830397523	-0.566949689	-0.576656533	-20.72326584	-20.72326584	-20.72326584	-3.554240875	-2.939916977	-20.72326584	-4.464341422	-0.898914033	-0.994385793	-1.0642097	-0.897137921	-1.262577177	-1.125430357	-1.170515782	-3.191609673	-3.108936829	-1.028219798	-1.15168628	-1.271391127	-1.177294844	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.298462752	-2.375615558	-3.156349319	-3.101303011	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.79661648	-2.536585985	-2.452991895	-20.72326584	-20.72326584	-3.482279972	-2.954013759	-2.971205177	-20.72326584	-20.72326584	-20.72326584	-1.273620172	-0.938114393	-1.517259855	-1.260439242	-4.194554034	-4.042138126	-4.146239827	-2.689683207	-20.72326584	-2.794208907	-3.119367176	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Actinobacteriota	S50C755-Lasker2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.508218582	-2.343461704	-2.231589337	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.342414695	-2.360814905	-2.269670694	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.327385691	-2.134327666	-2.347303094	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.695601593	-2.642924463	-2.512537333	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.529379664	-2.519704066	-3.340075763	-20.72326584	-20.72326584	-20.72326584	-2.236451523	-2.438233846	-2.091298551	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.978543543	-4.213735512	-4.187113354	-2.529826391	-2.429619227	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.606305007	-2.274192942	-2.308275241	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.21891714	-2.635116132	-2.165982126	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.345584696	-2.291556067	-2.242972739	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.067095287	-3.228442995	-3.329407354	-20.72326584	-20.72326584	-20.72326584	-4.185239083	-2.743078527	-2.434142994	-2.777739758	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.463905643	-2.927547203	-3.046338204	-2.408075606	-2.455011232	-20.72326584
Verrucomicrobiota	S50C83-Lasker2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.552098123	-3.051469512	-2.887881727	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.33143326	-3.299386342	-3.177126964	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.093264488	-2.636780939	-3.095890876	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.724890664	-3.584169878	-3.41688104	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.234199739	-3.218085437	-4.167771008	-20.72326584	-20.72326584	-20.72326584	-3.198221257	-3.541835188	-3.171192583	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.428904287	-3.335485599	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.805384821	-3.187320158	-3.665450664	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.15341021	-3.710133244	-3.425984223	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.58327398	-3.454544331	-3.377876744	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.740598004	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.810014808	-3.240338382	-3.831134778	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.443097511	-4.169906563	-4.209861345	-3.749272723	-3.891888913	-20.72326584
Bacteroidota	S51C1572-Lasker2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.384032701	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.881522753	-20.72326584	-2.82653417	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.494181337	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.436525398	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.291724621	-20.72326584	-3.408546188	-3.528917998	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
