		RL2103c001_100m-2	RL2103c001_48m-1	RL2103c001_5m-1	RL2103c002_100m-1	RL2103c002_48m-3	RL2103c002_5m-1	RL2103c009_20m-1	RL2103c009_40m-1	RL2103c009_5m-3	RL2103c010_25m-3	RL2103c010_50m-2	RL2103c010_5m-1	RL2103c014_25m-3	RL2103c014_55m-2	RL2103c014_5m-1	RL2103c015_30m-2	RL2103c015_5m-1	RL2103c015_80m-3	RL2103c019_100m-1	RL2103c019_44m-2	RL2103c019_5m-2	RL2103c023_5m-2	RL2103c023_60m-1	RL2103c024_100m-2	RL2103c024_40m-1	RL2103c024_5m-1	RL2103c025_100m-2	RL2103c025_40m-2	RL2103c025_5m-1	RL2103c032_5m-3	RL2103c032_66m-3	RL2103c032_80m-1	RL2103c033_100m-3	RL2103c033_35m-3	RL2103c033_5m-1	RL2103c034_100m-2	RL2103c034_34m-1	RL2103c044_100m-3	RL2103c044_52m-2	RL2103c044_5m-3	RL2103c045_100m-2	RL2103c045_23m-2	RL2103c045_5m-1	RL2103c046_15m-3	RL2103c046_30m-2	RL2103c046_5m-3	RL2103c049_23m-1	RL2103c049_5m-1	RL2103c049_93m-2	RL2103c050_100m-2	RL2103c050_21m-2	RL2103c050_5m-3	RL2103c067_100m-1	RL2103c067_57m-2	RL2103c067_5m-3	RL2103c068_37m-3	RL2103c068_5m-3	RL2103c071_5m-2	RL2103c071_68m-2	RL2103c072_100m-2	RL2103c072_35m-2	RL2103c072_5m-1	RL2103c074_100m-1	RL2103c074_13m-1	RL2103c074_5m-1	RL2103c077_19m-1	RL2103c077_5m-2	RL2103c077_70m-1	RL2103c078_100m-2	RL2103c078_27m-2	RL2103c078_5m-2	RL2103c081_45m-2	RL2103c081_5m-2	RL2103c088_51m-2	RL2103c088_5m-1	RL2103c089_100m-3	RL2103c089_20m-1	RL2103c089_5m-2	RL2103c090_100m-3	RL2103c090_53m-1	RL2103c090_5m-2
Marinisomatota	S17C1460-Lasker2018	0.009854514	0.000237276	0.000141759	0.007410354	5.36E-05	0	1.66E-05	0.000183152	4.62E-05	0.000360712	0.007690867	2.24E-06	0.003583625	0.010125042	0.000250804	0.001798601	0.000204728	0.04391383	0.11041103	0.013824273	0.000930444	0.000518808	0.017151868	0.012091306	2.61E-05	4.76E-05	0.004352625	0.000683083	0.000721824	0.002927965	0.04543733	0.074413605	0.1008051	0.003364703	0.002043961	0.045395985	0.000732688	0.06868746	0.010198239	3.41E-05	0.11459686	2.24E-06	1.34E-06	0.000471677	0.00074454	0.000323137	0.014948002	0.000155212	0.33267528	0.14230672	6.51E-05	2.55E-06	0.16923128	0.008147134	4.18E-05	0.00486813	0.000439235	0.000197504	0.022516167	0.17815776	0.013820679	5.00E-05	0.0814887	9.40E-05	2.50E-05	0.000126586	0.000137013	0.03377867	0.047628034	0.001214822	5.75E-05	0.00602821	2.46E-05	1.43E-05	0.000122005	0.003307487	0.000313338	0.000331802	0.033845052	0.001483053	0.001273964
Proteobacteria	S17C156-Lasker2021	0.003745934	0.005532039	0.001383694	0.004701868	0.002916163	0.002641063	0.011798712	0.008875147	0.011895687	0.009245389	0.002408336	0.013094645	0.013586759	0.012149202	0.02159495	0.017772734	0.05280661	0.004291988	0.000687655	0.005367729	0.019342903	0.01778493	0.004553487	0.007643905	0.012279529	0.015734369	0.0028553	0.013866063	0.010242726	0.010876335	0.002874302	0.00235773	0.000923506	0.010272824	0.011962893	6.34E-05	0.009361809	0.000296142	0.001902817	0.003520213	0.000401791	0.003519474	0.003242169	0.009987001	0.011264334	0.009236284	0.001238791	0.00110542	6.28E-05	5.00E-06	0.000556184	0.000260511	0.000542753	0.020418597	0.020960024	0.023472214	0.022572014	0.008430987	0.007636451	7.68E-05	0.006532346	0.008599965	0.00025141	0.007783289	0.007656646	0.013551184	0.007152837	0.001568968	3.02E-05	0.018883096	0.013500867	0.006145859	0.010597004	0.010667352	0.009743981	0.001658234	0.003006316	0.003180074	2.05E-05	0.004175402	0.005025901
Proteobacteria	S17C36-Lasker2021	0.000610229	0.006917925	0.006094187	0.000224246	0.003200356	0.025492255	0.003675747	0.000322783	0.022103991	0.007253922	0.000256396	0.016630331	0.0202388	0.0878612	0.13802189	0.10882066	0.26309463	0.004801683	0.000206296	0.011334911	0.07822241	0.035372246	0.006196125	0.001312378	0.002201233	0.002948015	5.72E-05	0.000288772	0.000982617	0.026106715	0.001880674	0.001228003	0.000236456	0.02978765	0.047651052	1.90E-06	0.000313595	2.22E-05	1.72E-05	3.14E-05	4.32E-05	3.61E-06	5.14E-06	0.000491957	0.000431074	0.000342827	6.59E-05	4.51E-05	4.28E-05	3.53E-06	3.12E-05	6.38E-05	0.000120257	0.00030773	9.18E-05	0.00022226	0.000115832	0.000214939	0.000205765	1.03E-05	0.000165257	0.000285731	8.30E-06	0.000137482	0.000146254	0.046118543	0.005001376	0.003660532	0	0.004947827	0.01625271	5.83E-05	0.001473059	0.00053541	0.000528175	2.32E-05	0.000148496	8.52E-05	1.35E-06	9.38E-05	0.000295799
Proteobacteria	S17C579-Lasker2021	0.94994485	1.7378038	0.7309625	1.348958	0.9624143	0.33082855	2.140495	1.6836874	2.6382847	1.901694	0.47781658	2.7654467	0.5888802	0.7318181	1.615192	1.4370493	2.1589289	0.48508236	0.16464004	0.71406186	2.1122344	1.8838632	0.49455652	1.6921649	2.16499	2.77119	0.4631927	1.3028939	2.5286577	1.5707165	0.33799723	0.3314214	0.18378197	1.9419733	2.2731462	0.013918912	0.9123438	0.085493654	0.6188056	1.4775265	0.0995034	1.7932502	1.9676695	3.793027	4.556566	3.2552483	0.7416356	1.6003314	0.034525696	0.008418596	0.51157844	0.2629691	0.11995995	2.4059372	1.8305274	2.4522076	2.2821906	4.3256307	2.88432	0.03079421	2.5209317	4.061803	0.22356996	3.0460944	3.2843752	2.5236552	1.7329793	0.26905125	0.005020054	1.6313509	2.8765929	1.49582	2.5587611	2.2166135	2.124914	4.139822	4.9259696	5.027404	0.009219073	4.1891937	3.9436448
Proteobacteria	S17C87-Lasker2021	0.001413651	0.000866183	5.37E-05	0.001555639	0.000719988	0.016954819	0.003281151	0.002522457	0.00466927	0.002188745	0.000585059	0.00077512	0.24968846	0.19172353	0.5781236	0.36397	0.7116598	0.019964328	0.001506059	0.05531219	0.4162261	0.26671025	0.045113437	0.013316982	0.083147034	0.09767337	0.001775868	0.012105348	0.015255053	0.069134794	0.013289474	0.009560947	0.002451598	0.049357954	0.050280437	0.000498056	0.03556912	0.004709085	0.00659344	0.003014704	0.007345914	0.009797095	0.009651008	0.013593303	0.014357207	0.015019282	0.001416535	0.002388506	0.000205427	1.49E-05	0.000827743	0.00033936	0.007536206	0.16695005	0.13739842	0.12241966	0.07299689	0.00663546	0.015653813	0.001472213	0.012132023	0.006975196	0.001292344	0.002640428	0.002176954	0.006368543	0.000843368	0.001720465	4.85E-05	0.04312182	0.032983925	0.008854851	0.001970528	0.003378534	0.002716448	2.39E-05	1.45E-05	4.94E-05	0.000157941	0.000225849	0.000348658
Verrucomicrobiota	S18C2904-Flyer2018	0.018475762	0.000696662	0.000178629	0.019428479	1.66E-05	8.05E-06	0.000200004	0.000980702	1.85E-05	0.000847158	0.023322469	0.000107584	0.006516642	0.012275082	0.000385872	0.003501682	0.000345034	0.03587327	0.05957694	0.031517528	0.001778555	0.002101484	0.03988782	0.015735716	0.000533807	0.00033707	0.03422375	0.006977314	0.001644504	0.007184012	0.035474822	0.033377025	0.04278333	0.004895026	0.003190974	0.040982757	0.010985229	0.029126301	0.016666278	0.000427195	0.05636421	4.11E-05	3.20E-05	0.000601759	0.00078264	0.000419399	0.008266344	0.000101377	0.07200159	0.033283286	0.000238672	6.86E-06	0.07019601	0.003405098	4.45E-05	0.002353073	0.000237762	0.000550246	0.013992545	0.07292621	0.018812528	0.000378586	0.093698315	0.000519712	0.000184127	0.000534351	0.000394152	0.02795264	0.020687593	0.002822792	0.000229738	0.007520649	3.50E-05	0.000200575	0.000672212	0.00214495	0.000714657	0.000792553	0.041739777	0.003292327	0.002903269
Bacteroidota	S19C1335-Lasker2018	0.00011104	0.000862343	0.001189954	0.000114928	0.001223772	0.000481008	0.000695015	0.000273021	0.001352569	0.000436303	4.63E-05	0.000970178	0.00016268	0.000335832	0.000749874	0.000427939	0.000842372	0.000135467	4.70E-05	0.000218486	0.000782066	0.001266976	0.000157299	0.000387986	0.00056147	0.000485491	7.49E-05	0.000201509	0.000384453	0.000430033	8.87E-05	7.23E-05	4.11E-05	0.000357912	0.000512897	5.01E-06	1.74E-05	3.18E-05	0.000278393	0.000657378	6.44E-05	0.00072967	0.000931214	0.00071527	0.001009112	0.000746647	0.00157521	0.004059198	4.96E-05	3.97E-06	0.000862162	0.001474431	0.000369611	0.006146084	0.023417527	0.005558136	0.006512033	0.001033175	0.00040388	1.72E-05	0.000333524	0.001068363	1.68E-05	0.000778014	0.001100016	0.000472831	0.000432406	6.26E-05	3.26E-06	0.000214441	0.000478142	0.000518979	0.004125725	0.0018317	0.001144799	0.001480108	0.003505756	0.004855556	6.76E-07	0.001794127	0.001880265
Proteobacteria	S19C400-Lasker2018	0.07310968	0.08033287	0.028481951	0.071166895	0.04757551	0.014417488	0.15434782	0.14877383	0.121451005	0.09585403	0.047695264	0.08812923	0.076610684	0.074602105	0.16288391	0.10208605	0.13931943	0.04154493	0.012485034	0.07033938	0.14592402	0.21992262	0.038445715	0.068056084	0.060764316	0.06026465	0.029191438	0.11071245	0.08911119	0.10804132	0.031440947	0.026188167	0.012774408	0.0929636	0.13294014	0.004709595	0.08478785	0.011235762	0.043442197	0.14206511	0.013848278	0.1167874	0.16242553	0.08345054	0.16579157	0.086612515	0.08244183	0.07784123	0.007427475	0.003439278	0.07964081	0.12691967	0.014127436	0.23047619	0.20941356	0.26481253	0.18736811	0.069550954	0.09070812	0.004965561	0.09517691	0.11001459	0.012575715	0.17676769	0.12147314	0.10956281	0.055292718	0.026396237	0.002703719	0.14409447	0.071078315	0.0627323	0.09786952	0.08738898	0.06075219	0.045157008	0.033633888	0.03315945	0.001892929	0.033829786	0.052430287
Bacteroidota	S19C702-Lasker2018	0.00015329	0.000249183	0.00017908	5.03E-05	0.000544063	0.000768677	0.000121451	5.28E-05	0.000207654	0.000146215	6.55E-05	0.000209529	0.000279353	0.000230271	0.000632433	0.000227501	0.000790624	7.36E-05	0.000151905	0.00036757	0.000457248	0.000639995	0.000233488	0.000474886	0.000332205	0.000506737	6.35E-05	0.00034822	0.001056965	0.00027558	6.48E-05	0.000206809	5.14E-05	0.00037158	0.000279566	1.53E-05	0.00022356	0.000633447	0.00286978	0.013677793	0.000469258	0.01038513	0.015205782	0.000895968	0.002051022	0.001153628	0.052293252	0.09689813	0.001238585	0.000699173	0.059385467	0.1657762	0.000341205	0.025571425	0.114514455	0.029709132	0.037493974	0.002925391	0.001449226	0.000122314	0.001780109	0.002401238	0.000134198	0.003227705	0.002546279	0.000131566	0.000344471	7.47E-05	0	0.000267286	0.000207016	5.06E-05	0.000127035	0.000149425	9.65E-05	0.000109716	0.000161717	0.000195284	0	0.000110115	0.000132885
Thermoplasmatota	S1C1023-Lasker2018	0.012756054	0.000431	3.76E-05	0.01784299	1.40E-05	1.40E-06	7.00E-05	0.000314649	1.09E-05	0.000381254	0.011606315	1.51E-05	0.012764381	0.026382852	0.000555888	0.008837783	0.00074424	0.036051463	0.038053785	0.074073	0.0025747	0.001297113	0.1113204	0.045339793	0.00041704	0.000282118	0.074966885	0.028484263	0.02800376	0.004102299	0.042919375	0.038378596	0.032021277	0.014081971	0.004313392	0.10292253	0.03577436	0.13124211	0.22584674	0.000904627	0.07636003	0.000202631	0.000171917	0.000170792	0.000339701	0.000128149	0.03182325	0.000558444	0.033454243	0.121500134	0.007175728	0.000249336	0.017514873	0.004290702	0.000503884	0.007209616	0.000562651	0.000159537	0.02013653	0.051282104	0.042651966	0.000450487	0.055348706	0.000433254	7.42E-05	0.000194801	2.09E-05	0.021853765	0.021160398	0.012509491	0.000409105	0.001975074	7.34E-06	2.37E-05	9.75E-05	0.000406469	4.04E-05	3.42E-05	0.029720612	0.003251747	0.001511639
Proteobacteria	S1C183-Lasker2018	8.92E-05	1.01E-05	1.38E-05	1.06E-05	4.02E-05	6.27E-06	5.70E-06	0	5.97E-07	4.42E-07	2.61E-06	1.10E-06	2.63E-05	0	5.50E-07	1.56E-06	3.76E-06	1.77E-06	1.30E-05	0.000274997	3.41E-05	2.63E-06	2.63E-05	3.26E-06	5.01E-05	8.18E-07	8.48E-06	4.01E-05	8.05E-06	8.11E-05	8.54E-06	6.44E-06	1.45E-05	6.13E-06	8.20E-07	1.01E-05	1.21E-05	1.57E-05	4.43E-05	6.38E-05	1.11E-05	1.87E-05	4.95E-06	3.25E-05	1.39E-06	0	3.61E-05	6.90E-06	5.84E-06	1.19E-05	0.00010623	9.08E-05	1.76E-06	5.08E-05	3.40E-06	0.000107087	2.77E-05	0.000162735	1.54E-05	0.00010048	0.001096747	2.59E-05	5.75E-05	0.00039574	7.32E-05	0.00098747	3.52E-05	8.44E-05	0.000574728	0.002804772	0.000108234	9.53E-05	0.000514887	0.000198223	0.000114884	0.00074855	0.000927035	0.000312094	0.000115368	0.00049471	0.000301006
Proteobacteria	S1C271-Lasker2021	0.07094117	0.08267921	0.025250461	0.042367823	0.08427937	0.07472866	0.038763046	0.03610601	0.029318942	0.038201086	0.022543754	0.042800043	0.042868517	0.024672689	0.045791134	0.0493926	0.05165274	0.010399126	0.004186535	0.022785867	0.042991757	0.037312098	0.013033682	0.028947713	0.031684175	0.041498195	0.020224987	0.071934864	0.055962868	0.041573916	0.007681044	0.005825515	0.00336131	0.039227717	0.045760524	0.000429791	0.04813714	0.002784562	0.019218283	0.065336235	0.003536472	0.057082232	0.05100437	0.0222445	0.028272325	0.021005724	0.023145637	0.024328459	0.001599285	0.001075383	0.0424687	0.06943112	0.001201971	0.040246304	0.0364832	0.041588187	0.03838698	0.027909772	0.024040239	0.000961818	0.025050143	0.025535353	0.005221449	0.034380686	0.03090415	0.048788868	0.04814826	0.005212639	0.000221197	0.071136646	0.04279152	0.029724149	0.02655591	0.042830013	0.04309319	0.021286713	0.028960798	0.029227307	0.000213907	0.034340944	0.039446738
Verrucomicrobiota	S1C2904-Flyer2018	0.01874857	0.000648557	0.000278302	0.018125625	2.91E-05	1.01E-05	0.00015655	0.000989997	3.68E-05	0.000865157	0.022807524	0.000146424	0.005816078	0.012001655	0.000215643	0.003610027	0.000265617	0.03491418	0.058425866	0.030315014	0.00152442	0.002025327	0.03710945	0.014704672	0.000452226	0.0003411	0.03246057	0.006757016	0.001660264	0.006714572	0.03408064	0.032848377	0.042188518	0.004644705	0.003276391	0.03957546	0.010525364	0.029394332	0.015182939	0.000339014	0.05408614	3.71E-05	2.50E-05	0.000574928	0.000647681	0.000534892	0.007667019	0.000111684	0.068883754	0.03214661	0.000228545	8.93E-06	0.06430428	0.003187605	5.08E-05	0.002290388	0.000253325	0.000470285	0.013202434	0.068458095	0.017162988	0.000343833	0.089933135	0.000388074	0.00018953	0.000663863	0.000393741	0.026339406	0.020138314	0.002828689	0.000227202	0.006676471	3.52E-05	0.000136909	0.000766555	0.001893939	0.000681644	0.000810814	0.040349357	0.003024361	0.002674613
SAR324	S1C3692-Flyer2018	0.12456345	0.026373632	0.006505459	0.21401562	0.006795725	0.000448008	0.002141549	0.005595638	0.000249989	0.008655304	0.094782025	0.000389726	0.11607124	0.10703982	0.008941641	0.07325711	0.013108519	0.12403461	0.15047213	0.20528051	0.0266587	0.022281734	0.24574384	0.12015572	0.010909742	0.008605186	0.22180088	0.156888	0.03513102	0.03772703	0.15512317	0.1563167	0.12563728	0.09859241	0.03987799	0.26984787	0.15987995	0.20067163	0.18634747	0.003969014	0.16098589	0.000389547	0.000302653	0.003580362	0.006033539	0.002456709	0.06225865	0.001176301	0.11848729	0.18678734	0.016021894	8.31E-05	0.10012433	0.02457406	0.001488615	0.026587395	0.004239077	0.00166524	0.054260425	0.1639026	0.0784945	0.001980499	0.10996998	0.002877493	0.00103668	0.008753249	0.000562885	0.09881704	0.19164222	0.08596847	0.006250299	0.03898648	0.000104192	0.001268324	0.00613688	0.048095245	0.017546535	0.018078582	0.20353112	0.036222845	0.034309454
Proteobacteria	S1C39-Lasker2018	3.36E-05	3.21E-05	9.77E-06	3.05E-05	5.18E-05	5.99E-05	1.77E-05	2.30E-05	2.93E-05	3.13E-05	2.43E-05	2.31E-05	3.43E-05	2.46E-05	5.63E-05	3.77E-05	2.14E-05	2.68E-05	2.20E-05	2.62E-05	3.17E-05	2.47E-05	1.51E-05	2.77E-05	1.79E-05	2.96E-05	1.29E-05	5.42E-05	3.50E-05	2.45E-05	3.30E-05	1.77E-05	1.82E-05	3.04E-05	3.52E-05	1.94E-05	3.31E-05	1.74E-05	1.95E-05	2.17E-05	2.06E-05	3.08E-05	2.53E-05	2.03E-05	2.17E-05	2.31E-05	1.68E-05	2.26E-05	3.28E-05	1.54E-05	2.38E-05	2.06E-05	3.29E-05	3.33E-05	2.37E-05	2.70E-05	2.68E-05	2.28E-05	1.93E-05	1.03E-05	2.55E-05	1.80E-05	7.35E-06	1.96E-05	1.66E-05	3.84E-05	2.52E-05	2.96E-05	1.45E-05	3.31E-05	2.44E-05	4.35E-05	2.10E-05	2.47E-05	3.13E-05	1.23E-05	2.73E-05	2.65E-05	1.62E-05	2.64E-05	2.70E-05
Proteobacteria	S1C57-Lasker2021	0.037026137	0.021765253	0.001879692	0.033658843	0.00176534	0.000392272	0.04403042	0.053991985	0.013574356	0.034099627	0.065332845	0.011286104	0.047218677	0.061228402	0.013601676	0.018823234	0.010660408	0.014239053	0.003948288	0.014010214	0.015037573	0.012518287	0.011983732	0.029534057	0.004618557	0.004656272	0.010813103	0.04565188	0.002600366	0.017805412	0.010905339	0.008917974	0.004887058	0.019092847	0.012046638	0.00714158	0.02155813	0.004540733	0.01025662	0.001234867	0.010667018	0.000272124	0.000166216	0.002430113	0.002881118	0.001920992	0.002300161	0.0001477	0.011860259	0.000873622	6.32E-05	1.09E-06	0.006659756	0.001560735	0.00019373	0.000973522	0.000289461	0.002001158	0.016143322	0.008157717	0.016602894	0.003653049	0.018090282	0.005946943	0.003352733	0.008580141	0.008790364	0.02737238	0.00500494	0.010958734	0.001568973	0.028472094	0.003854394	0.013167663	0.029172612	0.018244272	0.008513825	0.007573361	0.002886012	0.004310305	0.005549445
Proteobacteria	S1C6827-Lasker2018	0.010841689	0.000854473	0.00068093	0.010447323	2.42E-06	0	3.42E-05	0.000157594	4.06E-06	0.000209303	0.003819646	0	0.004518506	0.010969589	0.000177683	0.004362334	0.000459389	0.05514389	0.11535672	0.028133515	0.002068314	0.001907899	0.048455678	0.019023195	0.000287168	0.000183093	0.014513172	0.002286452	0.00358198	0.004798424	0.060673475	0.07003115	0.09468995	0.009314054	0.003909628	0.14080235	0.003236359	0.16435912	0.054231368	0.000219549	0.13402571	9.45E-05	6.32E-05	0.001720707	0.002194174	0.001181035	0.021768328	0.000209655	0.17836182	0.19626889	0.000439658	1.80E-05	0.089681886	0.009394757	0.000103348	0.008665337	0.000860751	0.000457477	0.026186025	0.1520497	0.02565481	0.000296916	0.063871205	0.000269669	0.000175338	0.000114931	1.54E-05	0.032826994	0.12731767	0.004219963	0.000250422	0.004044467	6.93E-06	2.10E-05	2.08E-05	0.003083199	0.000670637	0.000516519	0.12357316	0.003833932	0.003346195
Bacteroidota	S20C106-Lasker2018	0.018279636	0.109826006	0.0799341	0.011292222	0.11174628	0.13295555	0.021229604	0.014374313	0.027037278	0.017730767	0.006758262	0.025568513	0.03138046	0.04293528	0.059915245	0.06738441	0.083645605	0.028330442	0.009685488	0.024705563	0.083389774	0.107910186	0.017644193	0.039367493	0.0669576	0.078626186	0.004970872	0.018268926	0.07954021	0.07879053	0.017308703	0.021963114	0.009134597	0.07511959	0.08779273	0.000252985	0.00863527	0.001721603	0.012694776	0.060077645	0.00168627	0.06754588	0.06375738	0.13343816	0.14359619	0.13607454	0.17659093	0.18316142	0.004275863	0.001147757	0.09812364	0.17557706	0.002672088	0.10433928	0.16661163	0.10977359	0.14537783	0.14014938	0.0655608	0.000534134	0.04987518	0.13629885	0.005007855	0.10589173	0.12981705	0.046168353	0.021560945	0.032281145	6.40E-05	0.04001821	0.10227128	0.01874868	0.059095882	0.031141842	0.02880541	0.059547026	0.08932729	0.0926714	4.93E-05	0.06743697	0.07104467
Thermoplasmatota	S20C165-Flyer2018	0.014514267	0.000250077	1.37E-05	0.02708398	9.87E-06	7.86E-06	3.68E-05	0.000652183	4.21E-06	0.000480772	0.02283724	9.17E-06	0.012476619	0.027671088	0.000329359	0.006834871	0.000466673	0.043403573	0.051576927	0.053677227	0.00197288	0.000873596	0.07665182	0.02860222	0.000209704	0.000153102	0.056242876	0.017379593	0.007497259	0.003823368	0.046710763	0.046411168	0.04466004	0.012314701	0.003220315	0.105006136	0.020121362	0.07496432	0.083774894	0.000130072	0.070645474	6.72E-06	6.00E-06	3.79E-05	9.80E-05	1.65E-05	0.019429015	0.000148656	0.038321447	0.07971142	0.000949405	2.85E-05	0.039956234	0.002902454	5.87E-05	0.003840527	7.19E-05	3.28E-05	0.014995146	0.059035335	0.026640724	0.000185685	0.0743917	0.000245466	2.89E-05	0.000265815	1.90E-05	0.034454934	0.06345627	0.005613832	8.52E-05	0.005772936	1.30E-05	4.69E-05	0.000302328	0.000873801	3.36E-05	3.13E-05	0.06087774	0.002959606	0.001577273
Proteobacteria	S20C184-Lasker2018	0.001672676	0.001453507	0.000621031	0.001273079	0.000852947	0.00030297	0.003247358	0.002400369	0.002972419	0.002098814	0.00138231	0.001935428	0.002145544	0.003088843	0.001720326	0.001550222	0.001276383	0.002514129	0.001271637	0.002069492	0.002105209	0.003219132	0.00144073	0.003520122	0.001747729	0.001889314	0.001429166	0.004050903	0.002528326	0.002447132	0.001495486	0.001285472	0.000790599	0.001815999	0.001818544	5.37E-05	0.002111459	0.000591824	0.004894025	0.020299988	0.000682027	0.01527387	0.023619248	0.005165302	0.01056128	0.005035655	0.023789816	0.020253206	0.001127795	0.000554511	0.022163864	0.06279545	0.00060811	0.008308537	0.031414002	0.012883502	0.01522415	0.004699598	0.005537902	0.000206193	0.005165977	0.008219693	0.001341019	0.011760515	0.007092054	0.001704817	0.001038861	0.001492415	2.38E-05	0.002707773	0.001243462	0.001625244	0.003363614	0.003172228	0.001947236	0.002290756	0.001809268	0.001354066	2.07E-05	0.001124817	0.001748096
Bacteroidota	S20C361-Lasker2021	0.01389013	0.055922102	0.037662663	0.015937366	0.040365547	0.05095161	0.06322931	0.044662822	0.095274635	0.046901386	0.008132136	0.08176471	0.05186634	0.08635167	0.3703598	0.31482363	0.55115324	0.024530161	0.004901861	0.08765275	0.4237002	0.4375562	0.060486834	0.022766465	0.07638852	0.078238755	0.002070112	0.010454237	0.032393344	0.1973219	0.01978054	0.019996636	0.005435626	0.13270287	0.2013164	0.000154613	0.006116494	0.002176965	0.004409476	0.015988186	0.002990502	0.01955529	0.01881556	0.10561483	0.10707348	0.11393071	0.060288023	0.08426055	0.002943437	0.000242487	0.046179105	0.060667995	0.005861824	0.14627442	0.15747988	0.15147951	0.1884799	0.07663047	0.06851223	0.000577602	0.028445197	0.07793353	0.003299715	0.05011035	0.06609465	0.09564104	0.033599567	0.03273847	6.89E-05	0.05139916	0.14498295	0.027283018	0.13230282	0.060977537	0.061618254	0.11395248	0.13101709	0.12400533	4.48E-05	0.12902908	0.11715007
Bacteroidota	S20C631-Lasker2018	0.001570357	0.003335181	0.003706796	0.00059774	0.005729892	0.004862681	0.001040146	0.000678707	0.001078797	0.001460485	0.000383779	0.003338473	0.016657447	0.015218052	0.040241234	0.03307707	0.054214265	0.006113818	0.001443304	0.016186817	0.05850423	0.09866117	0.014730208	0.017067686	0.008677232	0.006923296	0.001258865	0.00498756	0.0030349	0.019910188	0.003711518	0.003613202	0.001571953	0.013984275	0.014779445	0.000295429	0.002653833	0.000385522	0.001967468	0.003404739	0.000411676	0.006357533	0.006587254	0.029526113	0.041076615	0.024504397	0.014620479	0.006812994	0.000412136	2.49E-05	0.001473559	0.001366174	0.002442878	0.016277356	0.020838602	0.01844341	0.018927325	0.00362913	0.01806068	0.000112353	0.010231765	0.011435945	0.00022492	0.019727705	0.014120681	0.006652318	0.000503702	0.001370555	0.000310948	0.005819582	0.008947731	0.000440354	0.001691945	0.000413979	0.000363511	0.001090608	0.001188449	0.001317712	2.79E-05	0.000864427	0.001257895
Bacteroidota	S21C113-Lasker2021	0.036770564	0.039160345	0.034990337	0.02311083	0.07766042	0.04853936	0.037152622	0.028076395	0.053723626	0.05172889	0.042422093	0.10939129	0.34225607	0.3589885	0.21058032	0.22405834	0.19388723	0.08029858	0.006095062	0.06189521	0.27432308	0.3335658	0.0812414	0.032603726	0.023745982	0.02005327	0.009466524	0.040918488	0.009588174	0.17763789	0.056249775	0.05187822	0.012643752	0.082316816	0.10946968	0.012799701	0.025484325	0.00345926	0.005051693	0.003580044	0.009489266	0.003741062	0.004829968	0.015945211	0.021717561	0.01495963	0.014792731	0.006366854	0.004130676	0.002537112	0.013663139	0.003944151	0.024862492	0.010887593	0.013080681	0.011927129	0.012767072	0.009862861	0.010302973	0.003602743	0.009751327	0.011471835	0.002881507	0.013765758	0.014215857	0.042377416	0.055657692	0.054454625	0.036149487	0.012960171	0.013558023	0.021651132	0.0431892	0.016479196	0.01242955	0.03593851	0.02320754	0.023425627	0.003782519	0.013386971	0.01939652
Thermoplasmatota	S21C165-Flyer2018	0.01540113	0.000909715	3.30E-05	0.027892612	0.000125245	4.73E-05	0.002195979	0.002873528	0.001171846	0.001852793	0.025427243	0.001173512	0.012672678	0.026443122	0.000772067	0.007387983	0.000904708	0.043097146	0.05154993	0.0525105	0.002749692	0.001785818	0.07466932	0.028633304	0.000379962	0.00037335	0.054719776	0.017361365	0.006955825	0.004563254	0.04632906	0.044983774	0.043887354	0.011744956	0.004164651	0.09981197	0.0195434	0.07236601	0.08013619	0.000255868	0.06786426	0.000136447	4.87E-05	0.000425237	0.00043447	0.000247119	0.018998684	0.000221293	0.03913711	0.07618194	0.000746154	3.79E-05	0.04022821	0.003310702	0.000115703	0.004201366	0.000309191	0.000293209	0.015960442	0.058848575	0.025861077	0.00053264	0.07181593	0.000573465	0.000289313	0.001220427	0.000545288	0.035682444	0.06243244	0.006354544	0.000334028	0.007208048	0.000810426	0.001484929	0.002200433	0.001457423	0.000788233	0.000681214	0.06061484	0.003822121	0.002150743
