		zr2760_10_	zr2760_12_	zr2760_16_	zr2760_17_	zr2760_18_	zr2760_20_	zr2760_21_	zr2760_23_	zr2760_24_	zr2760_25_	zr2760_26_	zr2760_27_	zr2760_28_	zr2760_29_	zr2760_30_	zr2760_31_	zr2760_32_	zr2760_33_	zr2760_35_	zr2760_36_	zr2760_37_	zr2760_38_	zr2760_39_	zr2760_40_	zr2760_41_	zr2760_42_	zr2760_43_	zr2760_44_	zr2760_45_	zr2760_46_	zr2760_47_	zr2760_48_	zr2760_49_	zr2760_50_	zr2760_51_	zr2760_52_	zr2760_53_	zr2760_54_	zr2760_55_	zr2760_56_	zr2760_57_	zr2760_58_	zr2760_59_	zr2760_60_	zr2760_61_	zr2760_62_	zr2760_63_	zr2760_64_	zr2760_65_	zr2760_66_	zr2760_67_	zr2760_68_	zr2760_69_	zr2760_70_	zr2760_71_	zr2760_73_	zr2760_74_	zr2760_75_	zr2760_76_	zr2760_77_	zr2760_78_	zr2760_79_
Bacteroidota	S23C683-Lasker2018	-10.36143446	-10.97293879	-5.485211273	-9.288189271	-5.000440394	-9.164090384	-8.947901572	-8.591230335	-9.155972459	-9.808756504	-10.14292615	-10.15191712	-5.920368635	-8.808588483	-10.15556586	-5.041232831	-5.236566302	-4.76988977	-5.21648027	-6.503773137	-4.948333115	-4.772934022	-5.005765162	-5.401705606	-4.923654123	-6.179695498	-10.62070007	-4.701022933	-5.506200355	-5.374649447	-5.475237306	-4.951335196	-5.028968673	-4.743811526	-4.905134713	-5.48733175	-4.860465355	-5.378683375	-5.491795252	-4.704983449	-5.423302412	-6.631866424	-4.93518456	-5.508447955	-9.270572977	-4.665060221	-5.350759742	-5.408849901	-5.332182574	-5.119505428	-5.229375486	-5.15318725	-5.606598415	-8.899214369	-5.749972131	-8.748168015	-7.31068271	-6.057189649	-5.890712727	-8.075041508	-7.848985275	-5.292282115
Proteobacteria	S24C156-Lasker2021	-9.497040393	-10.01214253	-7.625405154	-9.777568284	-7.47423203	-9.288736657	-9.374625566	-9.749328496	-9.648673876	-10.13960604	-8.018866262	-9.121827057	-7.677125556	-8.820510324	-9.566660864	-7.523517693	-7.767910509	-7.230042599	-7.61551196	-7.779124989	-7.350181049	-7.443568167	-7.478537227	-7.680646778	-7.231502483	-7.522956903	-4.92610602	-7.288098842	-8.232216262	-7.920997867	-7.787137584	-7.33329244	-7.224840073	-7.289606063	-7.205517048	-7.069114293	-7.299866242	-7.342549831	-7.532247579	-7.314908812	-7.768765857	-7.675911887	-7.562591006	-7.740050786	-4.905251884	-7.499690638	-7.260419064	-7.500389366	-7.895358786	-7.584015648	-7.631844175	-7.216619109	-7.949788105	-4.941897597	-7.029679327	-4.90370987	-4.772165591	-7.611401987	-7.701461852	-4.994405955	-4.655099884	-7.567841254
Proteobacteria	S24C31-Lasker2018	-8.770275918	-9.286972959	-5.274952523	-8.661223852	-4.570818616	-8.147250258	-8.393922529	-8.19610584	-8.729551736	-8.721827783	-7.669507006	-8.924932433	-5.303191305	-8.271244466	-8.594668797	-4.618908577	-4.804937112	-4.488317717	-4.853332923	-5.456242628	-4.586237152	-4.517556915	-4.834985444	-5.019288985	-4.536953843	-5.127110517	-5.849494054	-4.560147443	-5.116454498	-5.180727061	-5.056014846	-4.68592644	-4.539484604	-4.323501495	-4.741780026	-4.611139165	-4.568095042	-4.788924168	-4.711452682	-4.557794546	-4.840219961	-5.071814026	-4.550750942	-4.739111491	-5.652867142	-4.39492174	-4.975779043	-4.797529351	-4.966616236	-4.882443907	-4.800338591	-4.290432515	-4.866036373	-5.231651847	-4.90272393	-5.973010986	-6.191836158	-5.238852268	-5.205663256	-5.830111773	-6.162610702	-4.676183275
Proteobacteria	S24C44-Lasker2018	-5.294983131	-5.057041806	-4.626024024	-5.511347358	-3.816912346	-4.824950151	-5.621521862	-4.860004115	-4.828266988	-5.300134016	-3.018879291	-4.87586457	-4.465931163	-4.320536731	-4.671786277	-3.841719214	-4.097216422	-3.693808824	-4.134430952	-4.553728493	-3.809257143	-3.710802375	-3.84182534	-4.287660282	-3.646660586	-4.157775793	-1.426674449	-3.703296847	-4.950842877	-4.911460863	-4.392881173	-3.826095983	-3.79956099	-3.717421861	-3.764984946	-3.796722248	-3.775767813	-4.287460841	-4.08921715	-3.754916313	-4.169262459	-4.14791548	-3.788653028	-4.016446127	-1.765631355	-3.519990141	-4.106456841	-4.036369792	-4.46074695	-4.284765922	-4.181715597	-3.806051586	-4.276084772	-1.60976166	-4.304895867	-2.141738558	-2.316294479	-4.520526418	-4.675067145	-2.109575021	-2.112620146	-3.869996473
Bacteroidota	S24C700-Lasker2021	-7.508019824	-7.698200895	-7.063508325	-8.076720721	-6.380570243	-7.545991333	-8.069320914	-7.529630906	-7.539679165	-7.605446167	-6.451059938	-7.484866727	-7.735538622	-7.576181086	-7.520752804	-6.588243708	-6.534268676	-6.864059593	-6.312768817	-7.902751613	-6.001857568	-6.295333239	-7.136406671	-6.491872359	-7.08608291	-7.606964195	-3.536601693	-7.019693044	-7.632256046	-7.487406645	-7.055915554	-6.356701354	-6.786458955	-6.30172079	-7.165874834	-5.205324706	-6.385189976	-7.307339126	-7.057298639	-6.517661507	-6.825779241	-7.673146324	-6.388079315	-7.236665123	-3.733713988	-6.458211788	-6.597993688	-5.833837745	-6.578090446	-5.758259463	-7.109535094	-5.901585306	-6.33894458	-4.263818161	-5.096501449	-3.174970644	-3.759579596	-5.971023183	-6.267455916	-3.91890911	-3.595813974	-6.139649524
Proteobacteria	S24C74-Lasker2018	-8.932921991	-9.710456679	-5.202957315	-9.120488333	-5.148040208	-8.549673822	-8.480710261	-8.700009851	-8.324355622	-9.223312244	-8.405076624	-9.245812888	-5.553657717	-8.791594972	-9.309416233	-5.059048057	-5.053152475	-5.253177552	-5.283166857	-5.795069981	-5.105553405	-5.036844176	-5.329838705	-5.153089174	-5.225554998	-5.60826348	-6.350250174	-5.253976208	-5.571546258	-5.441734491	-5.297589352	-5.067067941	-5.129480656	-5.042436783	-5.302211941	-5.01497334	-5.050304734	-5.21627146	-5.301613071	-5.075025346	-5.339641279	-5.759556699	-5.359814161	-5.519082499	-5.918062015	-5.092217322	-5.216779408	-5.6111755	-5.076654751	-4.58307152	-5.290698365	-4.820930312	-5.249384546	-6.581180071	-4.658018795	-5.995816121	-6.351162513	-5.295795828	-5.314600825	-6.741125784	-6.33992634	-5.238026466
Proteobacteria	S24C85-Lasker2021	-4.549933749	-4.314553125	-3.904126614	-4.817346102	-3.096064541	-4.166891513	-4.898734324	-4.181948922	-4.140131047	-4.59062991	-2.286551806	-4.20011056	-3.770604479	-3.617644219	-3.951519108	-3.131509959	-3.461889613	-2.937124272	-3.422515262	-3.829885985	-3.08931076	-2.983430571	-3.118867811	-3.612395304	-2.956128672	-3.499305725	-0.724883325	-2.955739243	-4.224883443	-4.2532463	-3.646969936	-3.123039238	-3.106353983	-3.028412482	-3.065194534	-3.090769349	-3.038056583	-3.643339098	-3.35189769	-3.029976036	-3.433710088	-3.41836172	-3.086247506	-3.320110226	-1.039739692	-2.76771755	-3.434570283	-3.320210179	-3.773854114	-3.566042615	-3.468930247	-3.06929548	-3.596814206	-0.901022214	-3.623913887	-1.440002818	-1.595741039	-3.814627002	-3.980000393	-1.392981949	-1.406823689	-3.172971583
Proteobacteria	S25C156-Lasker2021	-9.796837639	-10.6271111	-7.7086686	-10.14402114	-7.486708434	-9.465903298	-10.05346754	-10.04878048	-9.586643116	-9.998263175	-7.947237615	-9.476460255	-8.078653043	-9.096845986	-9.764915187	-7.349895056	-7.606547764	-7.3706187	-7.783093505	-8.01546121	-7.571531578	-7.456199077	-7.609407929	-7.742892082	-7.337891942	-7.640306501	-4.925589109	-7.666359504	-8.266633053	-8.327877401	-7.710149674	-7.719399955	-7.667232088	-7.523841738	-7.233319546	-7.168530658	-7.563072617	-7.785744494	-7.79055877	-7.416416297	-7.616574974	-7.816392176	-7.831536444	-8.039162087	-4.931567723	-7.549616498	-7.597058258	-7.74659111	-7.737483457	-7.421514869	-7.728809288	-7.333331696	-7.870352026	-5.009011119	-7.136989793	-4.897542708	-4.756153205	-7.629595084	-7.771853973	-5.089897844	-4.614738113	-7.536605343
Planctomycetota	S25C3020-Flyer2018	-4.012475695	-3.891250457	-2.53767407	-4.02524876	-1.516716029	-4.016380247	-4.169864438	-3.853267376	-4.116880275	-3.948319267	-4.006990549	-4.158418359	-2.443635068	-3.798648562	-4.104194009	-1.819713728	-2.120905192	-1.76845392	-1.936607169	-2.355833128	-1.758237728	-1.711780149	-1.824090111	-2.225561035	-1.692088425	-2.09270912	-3.117569996	-1.53555874	-1.832424095	-1.888325431	-2.099937182	-1.917752574	-1.741677506	-1.593219982	-1.801042942	-1.87246483	-1.692898215	-2.022574136	-1.820524807	-1.636801139	-1.979727466	-1.853762641	-1.634363279	-1.827520349	-2.818211154	-1.635417883	-2.216945422	-1.97452715	-2.187590822	-2.276157099	-1.98539295	-1.639380599	-2.132302793	-2.372362368	-2.495448367	-3.428523944	-3.492465464	-2.486280481	-2.487211893	-2.947895535	-3.750730262	-1.870505636
Proteobacteria	S25C590-Lasker2018	-6.3424088	-6.293920498	-6.597996402	-6.372569371	-6.427745813	-6.374354698	-6.923974299	-6.263317576	-6.400393186	-6.428067134	-6.902191088	-6.486118835	-6.580057209	-6.870799918	-6.49066863	-6.28309574	-6.426650929	-6.391969159	-6.467893189	-6.495106965	-6.40562031	-6.287787686	-6.331127252	-6.428708909	-6.044598355	-6.345888427	-3.963314405	-6.054491465	-5.245763152	-5.172833128	-6.351165092	-6.398551189	-6.404021463	-6.252919341	-6.44446331	-6.384805017	-6.270078896	-6.160611511	-6.474861078	-6.162744567	-6.491089533	-6.655754842	-6.529583673	-6.659963292	-4.439515249	-6.203115542	-6.191537581	-6.637507784	-6.508114835	-6.761753972	-6.546913548	-6.575425037	-6.6549327	-5.358851181	-6.776900189	-3.144860832	-6.251331628	-6.543220296	-7.16523367	-6.002591179	-6.087124532	-6.462928186
Planctomycetota	S25C809-Flyer2018	-6.283171027	-7.254665256	-1.513616223	-5.846351936	-1.76643739	-5.602778951	-5.481469588	-5.241418888	-5.725801729	-6.302935614	-5.984362983	-6.750755205	-1.71470826	-5.761745573	-6.865829861	-1.584463091	-1.635845026	-1.46306193	-1.818288404	-1.974618491	-1.670673728	-1.581328991	-1.394128363	-1.716417789	-1.520417421	-1.976489717	-6.498255919	-1.469272656	-1.657663019	-1.569552223	-1.708678797	-1.543885822	-1.618102638	-1.48650416	-1.448825252	-2.125206558	-1.433275572	-1.684697157	-1.814782122	-1.538929026	-1.77574081	-2.286674432	-1.970356986	-1.989445888	-5.35713774	-1.560593697	-1.60317024	-2.479890082	-1.621794132	-1.61706507	-1.711412218	-1.95198385	-1.952205154	-6.220327976	-2.138139234	-6.578144313	-6.499023645	-2.209892053	-2.084732667	-6.062791927	-6.79291488	-1.741831147
Actinobacteriota	S25C812-Flyer2018	-6.43862697	-7.294806282	-2.492908286	-6.253657238	-1.80287564	-5.807576451	-5.779967109	-5.551115243	-6.121947927	-6.496849929	-5.624831027	-6.978509343	-2.284794331	-6.019043371	-6.93992151	-1.7998842	-2.226156684	-1.740139194	-2.088569951	-2.355316526	-1.808332419	-1.742395407	-1.789952078	-2.276037899	-1.835282602	-2.138975425	-5.250124905	-1.637336376	-2.047259302	-2.051791348	-2.187676933	-1.857616805	-1.936558208	-1.674435307	-1.75064969	-2.390418324	-1.679000816	-2.083563096	-2.047317249	-1.675480706	-2.150093294	-2.295047462	-2.042412606	-2.17003421	-4.563889769	-1.758137007	-2.311552066	-2.320236456	-2.337617204	-2.451575465	-2.284555792	-1.936434637	-2.327129344	-4.3705607	-2.771341245	-5.974359398	-5.556238586	-2.699445404	-2.728508666	-5.022466533	-5.543184935	-2.063118207
Actinobacteriota	S26C155-Flyer2018	-1.807859821	-2.374522642	-3.519577553	-2.710236735	-3.203019873	-1.767744837	-2.254296569	-2.662225272	-2.051064789	-2.453279258	-1.957119129	-1.957420735	-3.096814908	-2.012379699	-1.906768644	-2.954532731	-3.295332337	-3.26418982	-3.360843618	-2.762859549	-3.189217731	-2.503298333	-3.501447378	-3.581199478	-2.919928179	-2.89806014	-3.661864039	-3.35341012	-3.138779034	-3.078288245	-3.189006707	-3.251295355	-3.193682923	-2.817737932	-3.357622106	-3.175504004	-3.136548007	-3.086583121	-3.079726374	-3.041638735	-3.225136356	-2.477931938	-3.37435439	-3.194148798	-3.29474979	-3.018182341	-3.48961691	-3.367491472	-3.512135657	-3.792694099	-3.757787743	-3.468890056	-3.346508109	-3.469772551	-3.846441185	-4.970906417	-6.259725294	-3.484587719	-4.074736777	-5.326227763	-5.995170526	-3.226449407
Thermoplasmatota	S26C165-Flyer2018	-2.793791096	-2.890663392	-3.303042443	-3.14357818	-3.431393562	-2.718257564	-3.545500097	-2.919410622	-2.985970852	-3.120878894	-2.67779699	-3.013462245	-3.047574455	-2.975576944	-2.913399151	-3.494012389	-3.404781216	-3.888104546	-3.807383254	-2.741563485	-3.902305969	-2.726422478	-3.900637813	-3.4801977	-3.975680155	-3.098846248	-4.72495907	-4.141482334	-3.464362319	-3.377888643	-3.236550837	-3.404914933	-3.616300668	-3.277956706	-3.650850643	-3.835217486	-3.47299879	-3.241137129	-3.368592844	-3.654212749	-3.425222764	-2.86371408	-3.571363334	-3.534681724	-4.21418839	-3.352437475	-3.488628167	-3.729775993	-3.410929617	-3.795735443	-4.010245502	-4.136437239	-3.513108942	-5.219759823	-4.141093587	-6.342504199	-6.905073279	-3.756847337	-4.071261967	-6.74924045	-7.401423536	-3.641303627
Proteobacteria	S26C294-Lasker2021	-8.596435282	-9.172913286	-6.175631838	-8.946690703	-5.917089476	-8.410079538	-8.528386554	-8.519102313	-8.305205799	-8.854873257	-7.105875785	-8.247113079	-6.393548956	-8.219939214	-8.424016149	-6.011451686	-6.030812878	-5.625580371	-6.148374062	-6.5816034	-5.825043198	-5.841607885	-5.917587702	-6.245397618	-5.859413545	-6.331681217	-4.065079784	-5.787056861	-6.218110424	-6.215509605	-6.350531664	-6.082703641	-5.785510842	-5.565826031	-5.937182444	-5.6960098	-5.80604855	-6.141036127	-6.234494121	-5.908473574	-6.30127668	-6.738219024	-6.08144151	-6.393885194	-4.05629155	-5.842330969	-5.971642116	-6.002011046	-6.236041614	-5.951184626	-6.078237814	-6.099227546	-6.340287598	-5.026528423	-5.839384352	-3.547296562	-4.815970295	-6.309843656	-6.362878899	-5.012852706	-4.537157301	-6.02529686
Proteobacteria	S26C304-Lasker2018	-4.100520172	-4.072370588	-1.070915896	-4.204183893	-0.862533209	-3.605025483	-4.209967625	-3.594644871	-3.731322303	-4.179930686	-2.277366853	-4.079136355	-1.100909723	-3.617810254	-3.771998011	-0.943677599	-1.089128806	-0.727026496	-1.234067745	-1.024275435	-0.847971552	-0.829813376	-0.88376812	-1.089353164	-0.748414718	-0.95322944	-1.522634903	-0.872179112	-1.020829499	-1.047627446	-1.16638483	-1.092130995	-0.916173086	-1.035630219	-0.937343287	-1.00059113	-0.973163243	-1.07681647	-1.122928442	-0.921221189	-1.092480623	-1.139521846	-1.136968136	-1.230278447	-1.329247932	-0.793693611	-1.099777815	-1.182694694	-1.231516949	-1.095710799	-1.117514655	-1.145089302	-1.323600274	-2.006622467	-1.452104299	-2.607214348	-2.676737002	-1.465655407	-1.588880663	-2.945983578	-2.951169355	-1.279885703
Proteobacteria	S26C590-Lasker2018	-6.221581909	-6.188413492	-6.414348527	-6.235631346	-6.280022256	-6.325148283	-6.776688509	-6.072613129	-6.376208509	-6.383818602	-6.794231613	-6.509611842	-6.434930944	-6.835297883	-6.42791364	-6.229978368	-6.45229616	-6.219074106	-6.352471317	-6.359852565	-6.224109797	-6.185334191	-6.216841741	-6.394915725	-6.040876875	-6.230477352	-3.831066669	-6.023670269	-5.170312671	-5.056466957	-6.258057709	-6.28100055	-6.224669242	-6.216914907	-6.242485487	-6.273451508	-6.210627033	-6.075698128	-6.417654029	-5.99870836	-6.367674025	-6.620013158	-6.389181986	-6.553611115	-4.270184876	-6.131399024	-6.119296419	-6.491365727	-6.446520736	-6.568553343	-6.581040492	-6.465746307	-6.478966169	-5.315583105	-6.676103307	-2.99600281	-6.030841919	-6.486166263	-7.012270707	-5.810763903	-5.841483451	-6.484563684
Bacteroidota	S26C79-Lasker2021	-11.65873056	-11.69936312	-11.00961062	-11.80653243	-10.97793638	-12.08763205	-15.57845035	-13.16036591	-12.27366645	-11.54773132	-9.872345344	-10.91051645	-20.72326584	-11.3236705	-12.82878541	-11.57443445	-20.72326584	-12.05469564	-10.94079963	-20.72326584	-10.74869169	-11.08888463	-20.72326584	-10.83611404	-12.23029895	-20.72326584	-6.20513397	-10.56577887	-13.36432552	-10.92898608	-20.72326584	-11.0657897	-10.47542185	-10.131265	-11.17313346	-9.281210039	-10.24377747	-20.72326584	-12.15440742	-11.58262169	-11.69555371	-12.20376439	-10.54473414	-10.99662931	-6.743010628	-13.07526584	-10.41584842	-20.72326584	-10.81871325	-9.792062285	-11.9890217	-11.34968565	-10.77869488	-8.047157688	-10.89508692	-8.48637431	-8.398903662	-9.481503372	-10.22824484	-8.420244355	-8.26836279	-10.23303038
Proteobacteria	S26C81-Lasker2018	-10.8202692	-11.22239007	-11.26308857	-11.43988246	-11.37594652	-11.0581938	-11.60426682	-11.06603861	-10.45076107	-11.0079705	-10.97451586	-10.62550057	-14.19367796	-11.27641146	-10.76993391	-11.60127188	-11.08847244	-10.87703776	-11.23558332	-10.78207873	-10.74413788	-11.33495745	-10.8695705	-10.77653557	-10.25329856	-12.27146849	-12.45074734	-11.64799312	-11.23751407	-11.01899256	-11.09724504	-11.07689869	-11.74014117	-11.06281222	-10.38989953	-11.09581094	-10.68666155	-9.904029699	-11.22716737	-10.36655656	-10.94701905	-10.64401494	-11.55281872	-11.04133996	-11.10256171	-10.41729809	-11.76450527	-11.63235594	-11.75570173	-11.23123478	-11.9577013	-10.95551296	-11.39418866	-10.98960129	-11.5559241	-20.72326584	-12.35423774	-11.07406027	-11.95015326	-12.08453691	-12.51166183	-11.06249948
Thermoplasmatota	S27C136-Lasker2021	-4.153114219	-4.275397196	-2.739198961	-4.573048167	-3.049807476	-3.952449089	-5.130788349	-4.235530479	-4.307023286	-4.602908246	-3.415395976	-4.472333647	-2.58287481	-4.207733621	-4.238050697	-3.134143645	-2.739314408	-3.409724303	-3.302546959	-2.340274281	-3.59562812	-3.122233964	-3.402400996	-2.941328107	-3.864146163	-2.707914845	-4.843290709	-3.728813301	-2.868157934	-2.629860041	-2.616081904	-2.824413257	-3.310140571	-2.834227116	-3.109546398	-3.502202463	-2.959551677	-2.671046352	-2.79397497	-3.236223657	-2.808454834	-2.464505366	-3.161586689	-2.981803116	-3.867556126	-3.110773855	-2.811549816	-3.255340374	-2.766404508	-3.095838904	-3.333980074	-3.581947003	-2.889148984	-5.450787729	-3.413661416	-6.043969017	-6.828372543	-3.092796984	-3.405992821	-6.38616528	-7.187329826	-3.27098432
Thermoplasmatota	S27C165-Flyer2018	-2.792098217	-2.883570143	-3.299182249	-3.130849723	-3.411086064	-2.706371246	-3.541493363	-2.912031753	-2.968261144	-3.131108246	-2.689303558	-3.003942122	-3.015338139	-2.965192845	-2.895505491	-3.486773505	-3.376865585	-3.807154381	-3.799314423	-2.749785722	-3.860573998	-3.540301772	-3.127752717	-3.45323292	-3.938073184	-3.095728735	-4.763942379	-4.159528604	-3.452675609	-3.402772101	-3.227217243	-3.43223063	-3.587204409	-3.214161679	-3.659931285	-3.820208063	-3.423513668	-3.222411543	-3.325213373	-3.62140329	-3.394277499	-2.862720121	-3.549074904	-3.509601157	-4.186855653	-3.33837327	-3.501694642	-3.669578953	-3.392773334	-3.765241195	-3.976385915	-4.139449905	-3.51055715	-5.322656925	-4.130733647	-6.216088844	-7.258369484	-3.720969516	-3.993331385	-6.639946019	-7.378142982	-3.630905231
Bacteroidota	S27C1729-Lasker2018	-10.78614706	-10.62253774	-5.823810298	-9.750251113	-5.14267326	-8.993832548	-8.796530512	-9.270738038	-8.777361594	-10.3757861	-10.48652311	-10.19634121	-6.332802619	-8.957263409	-10.35087745	-5.237845227	-5.444037021	-5.713079155	-5.372376758	-6.945175805	-4.61561565	-5.082176243	-5.898213832	-5.598079227	-5.352971249	-6.329967941	-10.08712317	-5.697932648	-5.801986592	-5.996041646	-6.012779138	-5.303433532	-5.409691394	-5.325332347	-5.921380991	-5.340716855	-5.045887982	-5.977844917	-5.744740603	-4.979344207	-5.940066168	-6.783883793	-5.291034154	-5.774373773	-9.043048446	-5.06050773	-6.148503835	-5.607674304	-5.465391999	-4.793134111	-5.864963323	-4.666224119	-5.780079262	-8.705135576	-5.718330181	-9.213124745	-9.680122266	-6.106028619	-5.733206981	-8.915115295	-10.7386863	-5.320344451
Proteobacteria	S27C31-Lasker2018	-8.89443133	-9.402802511	-5.371984144	-9.169786125	-4.683957906	-8.198601979	-8.410942127	-8.508157982	-8.616510394	-8.978703234	-7.694822666	-9.240888243	-5.403170566	-8.370622525	-8.943889163	-4.722180183	-4.881430074	-4.580740242	-4.931746349	-5.578963397	-4.689458401	-4.592089611	-4.891082226	-5.11197839	-4.589376564	-5.20336325	-6.162776137	-4.662122515	-5.194333458	-5.258610502	-5.024637824	-4.847332898	-4.58946506	-4.411342414	-4.823690192	-4.656193201	-4.620758048	-4.852203783	-4.773918596	-4.672526861	-4.925188897	-5.153642902	-4.657987483	-4.767039562	-5.810149697	-4.497831099	-5.135645779	-4.845658161	-5.059020238	-4.896262065	-4.912903848	-4.364899269	-4.916876353	-5.4002883	-5.024893668	-6.088508365	-6.38916097	-5.334515692	-5.20880615	-6.094610628	-6.507337822	-4.740371429
Bacteroidota	S27C450-Lasker2021	-3.201518317	-2.898616616	-1.816464843	-3.20094566	-0.927628889	-2.870481529	-3.575003954	-2.669346145	-2.712817592	-3.126506579	-1.378624645	-2.871108953	-1.55167054	-2.450162661	-2.59896519	-1.087382299	-1.559604003	-0.856878537	-1.37651105	-1.474862785	-0.925062792	-0.916223482	-0.888616809	-1.493747727	-0.682986573	-1.156124922	-0.016138253	-0.824293897	-1.459905246	-1.628903641	-1.512721853	-1.155387039	-1.123531496	-1.16437828	-0.929283015	-0.735589089	-0.895983426	-1.393818956	-1.249305369	-0.842837222	-1.373170217	-1.098800113	-1.079671383	-1.175580375	-0.312093992	-0.732495572	-1.598078224	-1.212193263	-1.711742098	-1.72334187	-1.569753071	-1.164390487	-1.664955638	0.07480483	-1.660063793	-0.449897831	-0.072676074	-1.768450168	-2.063730324	-0.022244892	0.113643547	-1.239225127
Thermoplasmatota	S27C644-Lasker2021	-3.508376316	-3.730726516	-5.431613975	-3.860582214	-5.96968376	-3.531096146	-3.694856722	-3.828964665	-3.680921165	-3.890978307	-3.66617856	-3.579742793	-5.19326271	-3.674624974	-3.607779767	-5.957137713	-5.47929831	-6.380232315	-6.311952055	-4.959237461	-6.556617748	-6.203147028	-6.58208171	-5.588247564	-6.612794858	-5.362701169	-5.287397803	-6.593865912	-5.585417662	-5.266529594	-5.396523536	-6.006136496	-6.237368973	-5.924789672	-6.058563784	-6.420328628	-5.979269292	-5.470276479	-5.557119599	-6.195211044	-5.603425678	-4.977497753	-6.294565685	-5.692052165	-5.042622524	-6.225928281	-5.727719052	-6.224402406	-5.554980577	-5.845365267	-6.237455115	-6.334347891	-5.604639232	-6.272652499	-6.111519071	-6.346601703	-8.646241391	-5.785731588	-6.137132606	-7.315344747	-9.041236113	-6.36821177
