		RL2103c001_100m-2	RL2103c001_48m-1	RL2103c001_5m-1	RL2103c002_100m-1	RL2103c002_48m-3	RL2103c002_5m-1	RL2103c009_20m-1	RL2103c009_40m-1	RL2103c009_5m-3	RL2103c010_25m-3	RL2103c010_50m-2	RL2103c010_5m-1	RL2103c014_25m-3	RL2103c014_55m-2	RL2103c014_5m-1	RL2103c015_30m-2	RL2103c015_5m-1	RL2103c015_80m-3	RL2103c019_100m-1	RL2103c019_44m-2	RL2103c019_5m-2	RL2103c023_5m-2	RL2103c023_60m-1	RL2103c024_100m-2	RL2103c024_40m-1	RL2103c024_5m-1	RL2103c025_100m-2	RL2103c025_40m-2	RL2103c025_5m-1	RL2103c032_5m-3	RL2103c032_66m-3	RL2103c032_80m-1	RL2103c033_100m-3	RL2103c033_35m-3	RL2103c033_5m-1	RL2103c034_100m-2	RL2103c034_34m-1	RL2103c044_100m-3	RL2103c044_52m-2	RL2103c044_5m-3	RL2103c045_100m-2	RL2103c045_23m-2	RL2103c045_5m-1	RL2103c046_15m-3	RL2103c046_30m-2	RL2103c046_5m-3	RL2103c049_23m-1	RL2103c049_5m-1	RL2103c049_93m-2	RL2103c050_100m-2	RL2103c050_21m-2	RL2103c050_5m-3	RL2103c067_100m-1	RL2103c067_57m-2	RL2103c067_5m-3	RL2103c068_37m-3	RL2103c068_5m-3	RL2103c071_5m-2	RL2103c071_68m-2	RL2103c072_100m-2	RL2103c072_35m-2	RL2103c072_5m-1	RL2103c074_100m-1	RL2103c074_13m-1	RL2103c074_5m-1	RL2103c077_19m-1	RL2103c077_5m-2	RL2103c077_70m-1	RL2103c078_100m-2	RL2103c078_27m-2	RL2103c078_5m-2	RL2103c081_45m-2	RL2103c081_5m-2	RL2103c088_51m-2	RL2103c088_5m-1	RL2103c089_100m-3	RL2103c089_20m-1	RL2103c089_5m-2	RL2103c090_100m-3	RL2103c090_53m-1	RL2103c090_5m-2
Proteobacteria	S1C57-Lasker2021	-3.296131183	-3.827440434	-6.276646707	-3.391479434	-6.339411519	-7.843553654	-3.122874498	-2.918919651	-4.299572781	-3.378468804	-2.728260368	-4.484182956	-3.052965744	-2.793144096	-4.297562185	-3.972663268	-4.541218493	-4.251766808	-5.53447306	-4.267968573	-4.197203277	-4.380564664	-4.424205132	-3.522211173	-5.377672809	-5.369540044	-4.526996547	-3.086710468	-5.952102613	-4.028252767	-4.518502701	-4.719686376	-5.32116469	-3.958441464	-4.418969579	-4.941821057	-3.837002225	-5.394666694	-4.579831831	-6.696791197	-4.540598634	-8.209248561	-8.702218801	-6.019816986	-5.849576415	-6.254913143	-6.074775637	-8.820320733	-4.434561963	-7.042862083	-9.66913917	-13.72497056	-5.011672357	-6.462597774	-8.549039236	-6.934588964	-8.147487049	-6.214028666	-4.126248751	-4.808790806	-4.098178201	-5.612192981	-4.012380336	-5.124877872	-5.697979266	-4.758304816	-4.734099044	-3.598220767	-5.297329654	-4.513618424	-6.457333376	-3.558830794	-5.558541353	-4.329991152	-3.534524921	-4.003904056	-4.766063849	-4.883118241	-5.847879245	-5.44674638	-5.194057122
Proteobacteria	S1C6827-Lasker2018	-4.524356391	-7.065024167	-7.292050166	-4.56140941	-12.93323591	-20.72326584	-10.28386265	-8.755479378	-12.41346901	-8.471724203	-5.567597269	-20.72326584	-5.399573649	-4.51262838	-8.635504598	-5.434747906	-7.685610448	-2.89780931	-2.15972603	-3.570793673	-6.181020916	-6.261751961	-3.027105734	-3.962096202	-8.155439665	-8.6055082	-4.232698559	-6.080753745	-5.63183928	-5.339467644	-2.802248645	-2.658815122	-2.357147398	-4.676230729	-5.544312692	-1.960398138	-5.733306038	-1.805701483	-2.914495774	-8.4239317	-2.009723624	-9.266833055	-9.669358642	-6.365019503	-6.12194934	-6.741362921	-3.827299164	-8.470041512	-1.72394109	-1.628269667	-7.729510267	-10.92446642	-2.411486459	-4.667603458	-9.177398367	-4.748424349	-7.057704597	-7.689782855	-3.642529369	-1.883547831	-3.663024162	-8.122059502	-2.750886629	-8.21831105	-8.648791026	-9.071171701	-11.08015289	-3.416504084	-2.061069969	-5.467928753	-8.292357393	-5.510405332	-11.87957658	-10.77188247	-10.78181654	-5.78178739	-7.307280762	-7.568397129	-2.090921902	-5.56386411	-5.69993119
Bacteroidota	S20C106-Lasker2018	-4.001967571	-2.20885792	-2.526552721	-4.48364102	-2.191524326	-2.01774041	-3.852358609	-4.242312415	-3.610538662	-4.032453843	-4.996989315	-3.666393606	-3.461569841	-3.14806139	-2.814824282	-2.697341579	-2.481166381	-3.563818328	-4.637126545	-3.700726798	-2.484229579	-2.226456	-4.037348502	-3.234814829	-2.703695681	-2.543050467	-5.3041598	-4.00255364	-2.531492586	-2.540962454	-4.056545783	-3.818390824	-4.695686097	-2.588673889	-2.432776572	-8.282178185	-4.751900184	-6.36449869	-4.36656463	-2.812117453	-6.385235578	-2.694948193	-2.752670321	-2.014117122	-1.940750148	-1.994552448	-1.733919345	-1.697387433	-5.454769092	-6.769944456	-2.321526953	-1.739677238	-5.924894865	-2.260107372	-1.792089738	-2.209335298	-1.928419195	-1.965046418	-2.724777307	-7.534861193	-2.998231775	-1.99290537	-5.296747459	-2.245338113	-2.04162912	-3.075460694	-3.836871656	-3.433271934	-9.657306455	-3.218420653	-2.280126379	-3.976631876	-2.828594019	-3.46920293	-3.547192028	-2.820988909	-2.415448227	-2.378695365	-9.917202575	-2.69656188	-2.644446431
Thermoplasmatota	S20C165-Flyer2018	-4.232623113	-8.293736209	-11.20128866	-3.608812833	-11.52600017	-11.75409069	-10.21076729	-7.335183827	-12.3786427	-7.64011631	-3.779362698	-11.59902228	-4.383898786	-3.587367129	-8.018359484	-4.985717536	-7.669879445	-3.137213491	-2.964680838	-2.924766427	-6.228260368	-7.042891845	-2.568481917	-3.554270907	-8.469810684	-8.784402142	-2.878075877	-4.05245852	-4.893217659	-5.566623412	-3.063780648	-3.070215138	-3.108676115	-4.396961446	-5.738275788	-2.253736483	-3.905973193	-2.590742999	-2.479621899	-8.947413804	-2.65008122	-11.91001817	-12.02399412	-10.18131736	-9.230642717	-11.01426976	-3.94098766	-8.813870265	-3.26174554	-2.529342404	-6.959673821	-10.46522384	-3.219970549	-5.842198417	-9.742461375	-5.562145422	-9.539570202	-10.32599179	-4.200028664	-2.829619099	-3.625314219	-8.591452729	-2.598410889	-8.312349995	-10.45100109	-8.232704713	-10.8727958	-3.368103041	-2.757404256	-5.182521549	-9.370084097	-5.154574316	-11.25131495	-9.96741101	-8.103995887	-7.04265721	-10.3000146	-10.37163291	-2.798887672	-5.82269879	-6.452057175
Proteobacteria	S20C184-Lasker2018	-6.393330181	-6.533775678	-7.384128173	-6.666316353	-7.066811974	-8.101872146	-5.729913198	-6.032132387	-5.818378809	-6.166382522	-6.583998687	-6.24742653	-6.144361913	-5.779958271	-6.365240657	-6.469356745	-6.663724512	-5.985828619	-6.66744976	-6.180451436	-6.163340054	-5.738643272	-6.542604933	-5.64925946	-6.349437247	-6.271540949	-6.550663662	-5.508815213	-5.98019746	-6.012838144	-6.505303573	-6.656628846	-7.142718066	-6.311119109	-6.309718823	-9.831348954	-6.160375628	-7.43230042	-5.319740063	-3.897134935	-7.290439904	-4.181611688	-3.745693264	-5.265791514	-4.550560701	-5.291211473	-3.738497647	-3.899442128	-6.787489993	-7.497422832	-3.809292019	-2.767872644	-7.405152798	-4.790471618	-3.46050153	-4.351807623	-4.18487223	-5.360278093	-5.19613946	-8.486693424	-5.26566094	-4.801222297	-6.614325059	-4.44300746	-4.948780206	-6.374297036	-6.869629492	-6.507359063	-10.64387226	-5.911628236	-6.689854969	-6.422096582	-5.694739139	-5.753320784	-6.241343988	-6.078873167	-6.314832604	-6.604642475	-10.78763327	-6.790134212	-6.34922774
Bacteroidota	S20C361-Lasker2021	-4.276576727	-2.883795574	-3.27908602	-4.139088801	-3.20977863	-2.976878901	-2.760987304	-3.108613824	-2.350991653	-3.05970803	-4.811931536	-2.503909534	-2.959085235	-2.449327123	-0.993280311	-1.155742699	-0.595742394	-3.707851817	-5.318140146	-2.434372282	-0.858729147	-0.826550122	-2.805329541	-3.782466615	-2.571922843	-2.547990153	-6.180151891	-4.560747833	-3.429802279	-1.622918869	-3.923056602	-3.91219117	-5.214780475	-2.019642703	-1.602877474	-8.7745757	-5.096766124	-6.129822931	-5.423999191	-4.135905142	-5.812313545	-3.93450939	-3.973071039	-2.247956472	-2.234239942	-2.172164814	-2.808621802	-2.473841483	-5.828176993	-8.324558251	-3.075227834	-2.802338969	-5.139294222	-1.922270826	-1.848457569	-1.887304904	-1.668763904	-2.568760488	-2.680742995	-7.456623776	-3.55977592	-2.551898982	-5.713918814	-2.993527685	-2.716667458	-2.347153252	-3.393242069	-3.419204409	-9.582447409	-2.96813343	-1.931139123	-3.601490785	-2.022661885	-2.797249712	-2.786797105	-2.171973751	-2.032427499	-2.087430722	-10.01399739	-2.047717466	-2.144299508
Bacteroidota	S20C631-Lasker2018	-6.456451724	-5.703228178	-5.597587145	-7.422353343	-5.162058422	-5.326165141	-6.86839323	-7.295319125	-6.831907913	-6.528986296	-7.86543994	-5.702241343	-4.094897835	-4.185272859	-3.212863063	-3.408914956	-2.914811195	-5.09720366	-6.540819795	-4.123558072	-2.838656203	-2.316063814	-4.21785486	-4.070568252	-4.74705258	-4.972863236	-6.677543963	-5.300808326	-5.797576409	-3.916523668	-5.596314025	-5.623160532	-6.45543572	-4.269821723	-4.214517847	-8.127079821	-5.931750081	-7.860909185	-6.231007435	-5.682586612	-7.795270404	-5.05811465	-5.022618512	-3.522480187	-3.192316273	-3.708902667	-4.225331993	-4.988923402	-7.794154497	-10.60097052	-6.520074309	-6.595740708	-6.014577853	-4.117980278	-3.870948099	-3.9930481	-3.967148581	-5.618762053	-4.014018024	-9.093859161	-4.582258084	-4.470993726	-8.399759239	-3.925731235	-4.260114748	-5.012789838	-7.593524742	-6.592538928	-8.075880135	-5.146526601	-4.716355187	-7.72792843	-6.381875697	-7.789692484	-7.919699432	-6.821019298	-6.735105678	-6.631857545	-10.48606019	-7.053442426	-6.678315034
Bacteroidota	S21C113-Lasker2021	-3.303057618	-3.240090626	-3.352683313	-3.767453897	-2.555409534	-3.025380243	-3.292720905	-3.572826056	-2.923902393	-2.961738833	-3.160085968	-2.212823999	-1.072196076	-1.024464922	-1.557888126	-1.49584881	-1.640478572	-2.522003329	-5.10027618	-2.782312469	-1.293448739	-1.097915129	-2.510330297	-3.423328672	-3.7403419	-3.909362996	-4.659993387	-3.196173264	-4.647224711	-1.728008121	-2.87795322	-2.958856211	-4.37059202	-2.497179854	-2.212107654	-4.35833339	-3.669691682	-5.666700325	-5.288031745	-5.632379909	-4.657593909	-5.588385483	-5.332915167	-4.138596683	-3.829634037	-4.202399973	-4.2136193	-5.056649715	-5.489313866	-5.976728656	-4.293053583	-5.535521303	-3.694394916	-4.520131303	-4.336618794	-4.428939642	-4.360885844	-4.618978889	-4.575322688	-5.626059474	-4.630351798	-4.467860291	-5.849441511	-4.285571002	-4.253397177	-3.161139677	-2.888534972	-2.910387475	-3.320092494	-4.345874317	-4.30077673	-3.832697493	-3.142164792	-4.105656481	-4.387678496	-3.325945829	-3.76327801	-3.753924642	-5.577364825	-4.313473284	-3.942661559
Thermoplasmatota	S21C165-Flyer2018	-4.173314331	-7.002377875	-10.31877333	-3.579393392	-8.985230595	-9.958666766	-6.121127091	-5.852214527	-6.749174142	-6.291060617	-3.671934081	-6.747753806	-4.368306863	-3.632759154	-7.16643824	-4.907900423	-7.007897478	-3.144298479	-2.965204407	-2.94674211	-5.896266192	-6.327878089	-2.594685967	-3.553184728	-7.875435626	-7.892991562	-2.905530081	-4.053507886	-4.968175697	-5.389719029	-3.071985847	-3.10145341	-3.126129041	-4.444331322	-5.481122656	-2.304467153	-3.935117594	-2.626018551	-2.524027704	-8.270845237	-2.690245731	-8.899566162	-9.930736044	-7.762862087	-7.741381267	-8.305638128	-3.963385513	-8.41601996	-3.240684132	-2.574630839	-7.200576668	-10.18108106	-3.213186763	-5.710594786	-9.064476389	-5.47234533	-8.081548438	-8.134620527	-4.13764193	-2.832787643	-3.655016221	-7.537663395	-2.633648947	-7.463812187	-8.147999683	-6.708553416	-7.514194629	-3.333096448	-2.773670251	-5.058584974	-8.004283162	-4.932556961	-7.117949338	-6.512387579	-6.119100756	-6.531084717	-7.145716065	-7.291632193	-2.803215515	-5.566949435	-6.141941636
Bacteroidota	S21C16-Lasker2021	-5.492727456	-5.243879239	-5.921908448	-5.637580326	-5.994901446	-6.345958443	-4.018055024	-4.635056053	-3.381955588	-3.745806991	-5.605608472	-2.967160599	-3.917872028	-3.504143581	-3.000800435	-3.1561168	-2.524185074	-4.56248615	-6.341543634	-4.251318634	-2.52664918	-2.626503703	-4.500308495	-4.848963994	-4.741959451	-4.738970758	-6.714822471	-5.389487203	-5.144703185	-3.134611954	-5.016835174	-5.206607843	-6.329104329	-3.437363015	-3.027897657	-9.273109579	-5.711078879	-7.650995275	-6.36048562	-5.440424742	-7.483568591	-5.231655233	-5.070179189	-4.679045601	-4.503525024	-4.670868846	-5.466377905	-4.943816667	-8.134937415	-10.14291121	-6.008003362	-7.410841926	-6.398518437	-3.24046135	-3.375304543	-3.342657161	-3.355241774	-4.160221771	-4.986407707	-9.050745334	-5.283465957	-4.002610241	-7.873306426	-3.998714924	-3.864345079	-2.916843	-3.505766844	-5.201631225	-10.27264557	-3.496197123	-2.801660917	-5.21854781	-3.67107879	-3.937134527	-4.466025391	-7.371805306	-7.650159513	-7.498911735	-10.30082608	-6.44507641	-5.795339531
Bacteroidota	S21C1931-Lasker2021	-5.104064983	-4.86936654	-5.068489803	-5.712630624	-5.346410104	-5.738926246	-5.580108399	-5.632850013	-6.241991731	-5.975185611	-6.00706155	-6.439684016	-2.696089402	-2.51042225	-2.290952801	-2.404024562	-1.899538033	-3.713074733	-5.827520731	-3.370039732	-1.89797868	-1.654779736	-3.289763311	-4.818124017	-4.14567571	-4.22923434	-5.645828314	-4.867816758	-4.83003647	-3.328381364	-3.98952006	-4.126142273	-5.41609922	-4.037391463	-4.222414666	-5.049055955	-4.525521833	-6.282097583	-6.209245105	-7.031960807	-5.789159791	-7.129438522	-7.023799384	-6.680387462	-6.481984925	-6.955584339	-5.086118385	-6.448598388	-6.22850826	-6.269416036	-5.8221591	-6.44489674	-4.824368405	-5.113348151	-5.812486574	-5.111124593	-5.431388819	-7.083292152	-6.297631293	-6.788814247	-6.106306761	-6.381466193	-7.187598555	-5.6724344	-5.831666416	-6.195470153	-7.376403923	-4.20030359	-5.4540326	-4.593297447	-4.667456206	-5.74086771	-6.083004475	-6.294773364	-6.285010874	-4.660704461	-5.197254131	-5.222826294	-6.219850064	-5.895121628	-5.424835467
Proteobacteria	S21C217-Lasker2021	-4.036646817	-3.871084106	-7.028425109	-3.843051107	-5.970711391	-6.954568728	-2.736544726	-2.952392689	-2.696126754	-2.931354797	-3.906917411	-2.777255418	-3.861518074	-3.926496391	-3.512271087	-3.386711954	-3.178818755	-4.722185242	-5.56684565	-4.120316245	-2.790231672	-3.634870512	-4.35732809	-3.620691338	-3.300705405	-2.969330605	-4.435368173	-2.954565551	-3.10950337	-3.225567389	-5.09532423	-5.558186834	-5.856574872	-3.406822342	-3.000042891	-8.443582339	-3.551844531	-5.115868151	-4.010981557	-3.878286872	-4.992950835	-3.769532788	-3.827514638	-3.858684107	-3.701754868	-4.016890754	-3.89101723	-3.903340607	-6.661807101	-7.594853591	-4.496953024	-5.806612195	-6.434004429	-2.953479872	-3.295055684	-2.962247963	-3.01754356	-3.095294499	-3.338502875	-6.412592378	-3.040781042	-3.085719915	-4.734835234	-3.042397326	-3.138340185	-2.706680465	-3.067352751	-5.305828968	-9.842188015	-2.402395031	-2.921571056	-2.908403662	-3.075260599	-2.440109005	-2.564213385	-5.301037362	-5.193005912	-5.037842208	-9.358433966	-3.807506831	-3.675184736
Proteobacteria	S21C36-Lasker2021	-7.430787265	-4.952547148	-5.199889905	-7.969811536	-5.801409438	-3.700904466	-5.526797884	-7.805508399	-3.83504877	-4.884876152	-8.173888634	-4.091382653	-3.91497907	-2.490080085	-2.022750852	-2.26929436	-1.686779641	-5.427131674	-8.792174988	-4.569972892	-2.283582344	-3.437749816	-5.051479164	-6.755947227	-6.091498651	-6.024152132	-9.118044275	-7.563322052	-7.00338705	-3.722219508	-6.31197895	-6.596740201	-8.010265746	-3.577589918	-3.071537374	-20.72326584	-7.892697137	-11.58893389	-11.10793	-10.33853938	-10.86193069	-11.72556364	-10.85689356	-7.87854206	-7.745963793	-7.801526856	-9.302585318	-9.29194671	-10.55718839	-10.26698331	-20.72326584	-9.229279939	-9.049269572	-8.042719474	-9.44460966	-8.624244191	-8.854742558	-8.573743067	-8.346072042	-11.14587442	-8.799062391	-8.062630125	-12.57861353	-8.607862049	-8.722106736	-3.114107312	-5.318773637	-5.616602244	-12.26070033	-5.36098551	-4.183429382	-9.042621162	-6.430725826	-7.54323392	-7.856675148	-8.822287311	-8.128351557	-8.08083703	-20.72326584	-8.634244782	-7.878600354
Bacteroidota	S21C820-Lasker2021	-5.8288532	-4.765768373	-4.696898269	-6.305514469	-3.197327345	-1.631898212	-6.638413109	-7.098790005	-6.6174982	-6.387254075	-6.251586084	-6.276279799	-4.115077022	-4.864758866	-2.466160215	-2.993242815	-2.54962143	-6.823266072	-8.313192297	-4.285339149	-2.522092687	-2.860958281	-5.522186856	-5.400555207	-3.11052722	-2.944664116	-5.544706771	-3.315093872	-2.591771483	-4.41793041	-6.405040237	-6.633568561	-7.086786459	-3.849844815	-4.068310333	-8.352222248	-2.730877712	-7.208291277	-5.129657034	-3.34500182	-7.539666448	-3.722198169	-3.342688455	-4.793857783	-4.534521153	-4.657400551	-5.611629364	-4.88046303	-7.962693382	-8.542697376	-4.293274201	-3.684643718	-8.133175102	-3.933301904	-3.658361462	-4.09403583	-4.249470347	-3.984835717	-5.174338896	-8.546011993	-4.952368561	-3.962841886	-8.415204634	-3.720852054	-3.648109941	-5.704654094	-6.178821641	-7.18780482	-9.043565965	-2.861589375	-3.342090589	-7.311335115	-7.083798546	-7.238023401	-7.072385259	-7.525676886	-6.823004104	-6.355702879	-9.517954984	-6.569077334	-6.038725897
Proteobacteria	S22C156-Lasker2021	-5.380310592	-5.023139092	-6.437162823	-5.191603475	-5.677884784	-5.937471977	-4.260735803	-4.509948919	-4.346254939	-4.569058339	-5.748735992	-4.319474685	-4.247500777	-4.357571865	-3.810070526	-4.011035932	-3.713525447	-5.363297094	-7.172217302	-5.047139436	-3.930390459	-3.235521066	-5.330174582	-4.751610947	-4.328693055	-4.067493072	-5.769941444	-4.158644648	-4.411791568	-4.417564075	-5.769163911	-5.971289127	-6.743387854	-4.489756711	-4.306868996	-9.022855336	-4.575993107	-7.82883295	-6.05164628	-5.296339065	-7.705628443	-5.383874732	-5.278774381	-4.541411469	-4.348827322	-4.610423561	-6.571150837	-6.414604865	-8.953961832	-10.3591164	-6.635945076	-7.012542292	-7.234858106	-3.88904298	-3.963607342	-3.782790741	-3.882482941	-4.660065962	-4.757845488	-9.006599848	-4.904176132	-4.551949565	-7.944488721	-4.604432458	-4.701645569	-4.175698034	-4.917735289	-6.248409224	-9.893631186	-3.906590836	-4.254086011	-4.89912061	-4.434887979	-4.442004011	-4.522248979	-6.080626963	-5.586940468	-5.539419207	-9.861844737	-5.34655611	-5.107419855
Patescibacteria	S23C10811-Flyer2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-17.2565053	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-13.66585933	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-13.864517	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-13.4812149	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-13.6996923	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Proteobacteria	S23C1556-Lasker2018	-8.327748316	-9.924620427	-11.42837754	-9.182130489	-10.5913966	-12.32807882	-10.02972107	-10.38181178	-9.501204301	-10.15463963	-10.30392572	-9.463440628	-7.78540383	-7.032067018	-8.49498987	-7.852348834	-8.19946103	-7.392093073	-8.061927002	-7.479660612	-7.923267354	-8.227743382	-7.962456544	-6.550653026	-7.870294735	-7.940799317	-8.579427968	-7.341703353	-7.288752483	-8.019570869	-7.979719366	-8.291274813	-8.338140722	-7.747199745	-8.389098878	-9.978650851	-8.897995443	-7.538616348	-5.67872822	-4.289763346	-7.293848441	-4.321043451	-4.443019364	-6.254313685	-6.101705307	-6.418495986	-3.97143814	-4.113561327	-7.337433651	-7.98170076	-4.243825353	-3.455866177	-8.094848253	-4.774018634	-3.928372737	-4.31999568	-4.026438001	-5.777442987	-5.992945523	-8.563505805	-6.329000782	-6.062659885	-7.663864134	-5.893424714	-6.070312752	-9.472918781	-9.956695943	-8.56052855	-20.72326584	-9.079077839	-9.102163596	-10.89291129	-10.80289265	-11.01907562	-10.6906506	-13.12753493	-11.27964372	-11.55493149	-11.6714048	-11.0565442	-10.74070374
Verrucomicrobiota	S23C195-Lasker2018	-4.815404052	-4.848818914	-6.534422668	-5.110711463	-7.11009969	-8.621800435	-3.864525867	-3.74031718	-4.53543034	-4.121493893	-3.86003197	-4.562633534	-4.853011097	-4.348545206	-5.890891513	-5.590512621	-5.611885367	-5.266486526	-5.887450105	-4.769079376	-4.979736225	-4.59016887	-5.173487485	-4.483817706	-4.843485626	-4.754286045	-5.19210987	-3.82084905	-4.162449917	-4.373583895	-5.567328642	-5.809192325	-6.498108327	-5.096774495	-4.781077876	-7.79904174	-4.089778542	-5.507634076	-3.724086202	-2.063146935	-5.170699034	-2.25250556	-2.043416074	-5.500749072	-5.102443393	-5.656970265	-2.712168153	-3.264098085	-4.806659272	-5.961535328	-3.426935863	-2.215015604	-6.491758623	-3.435288517	-1.985840742	-2.815123082	-2.426782345	-4.065327518	-4.22728582	-6.423941636	-4.236054036	-3.612430433	-5.053626671	-2.909273553	-3.280403709	-5.484336728	-6.89131162	-4.063793088	-9.647023119	-3.162846096	-4.359460535	-4.286789112	-4.713869937	-4.529687552	-4.694659102	-6.027647029	-6.667519909	-6.276889702	-8.960997909	-5.792700479	-5.06345839
Proteobacteria	S23C2261-Lasker2018	-8.380231514	-7.750649022	-8.024768124	-8.368862371	-8.357775905	-9.225029734	-8.203101688	-8.335086574	-7.668972628	-8.279481355	-8.729447249	-8.078230414	-8.238028804	-8.200716941	-8.558194525	-8.353957109	-8.302607434	-8.259279779	-8.500426049	-8.129184022	-8.349097807	-8.315700334	-8.5646918	-7.592288665	-7.766568406	-7.206646473	-8.386095282	-7.670824341	-5.711557038	-8.674754372	-8.497934732	-8.666475814	-9.005706105	-8.363069226	-8.49631193	-7.769879137	-7.712980823	-8.286836239	-5.72143915	-3.66668694	-7.643040215	-3.380438418	-3.395358441	-7.345189295	-7.355034952	-7.527423901	-1.672081851	-1.905828925	-5.551708962	-6.253976046	-2.143719395	-1.256634189	-8.455921015	-4.844442357	-2.827265486	-4.205215801	-3.548355472	-5.552709096	-6.708477053	-9.106352768	-6.991993342	-6.023054497	-8.67044117	-5.621023552	-5.770239475	-8.56927427	-8.806285925	-8.054523893	-10.50082217	-7.049518518	-6.294617952	-8.496853943	-8.492211645	-8.621877436	-8.830513602	-8.763823792	-8.355113161	-8.628969578	-10.32363927	-8.438719637	-8.211596412
Actinobacteriota	S23C2793-Lasker2018	-5.378817826	-5.241689049	-6.159775228	-4.994157305	-6.29893597	-6.729519893	-4.753425909	-4.622446567	-4.292495595	-4.140572455	-4.618806945	-3.485255643	-4.332049214	-4.669256063	-5.401363984	-5.057783193	-5.549930251	-5.044961013	-5.959303464	-4.221692506	-4.950737619	-4.92543041	-5.106119409	-4.169510879	-5.592063495	-5.664825065	-4.728586735	-5.237990709	-4.913268186	-4.068186643	-5.328209724	-5.344816864	-5.765431542	-4.3467527	-4.031632389	-7.233745148	-4.4868011	-5.344918319	-3.445778652	-2.872956903	-5.152158018	-3.094088907	-2.972856843	-4.748800978	-4.257728689	-4.73152034	-2.085373091	-1.883351862	-5.454543783	-5.10246176	-1.354918876	-1.609798472	-6.04163708	-3.054206744	-2.148199461	-2.673157431	-2.426691883	-3.76797513	-4.204371482	-6.137188736	-3.860644242	-3.900080699	-5.080219741	-3.56280287	-3.811611179	-4.349032072	-2.816681711	-5.586459758	-9.904093496	-5.112881415	-4.956523458	-5.572919673	-6.03958402	-5.143023147	-5.223366604	-6.522827968	-7.103437068	-7.105657344	-7.85270555	-6.745818079	-5.882426231
